Date,Price,Open,High,Low,Vol.,Change %
01-Oct-13,107.94,108.38,108.41,106.81,189.65K,-0.40%
30-Sep-13,108.37,108.2,108.68,107.22,149.01K,-0.24%
27-Sep-13,108.63,109,109.67,108.1,190.34K,-0.53%
26-Sep-13,109.21,108,109.26,108,143.12K,0.82%
25-Sep-13,108.32,108.73,110.09,107.89,211.60K,-0.29%
24-Sep-13,108.64,107.96,108.9,107.43,197.99K,0.44%
23-Sep-13,108.16,109.22,109.45,107.76,169.12K,-0.97%
20-Sep-13,109.22,108.62,109.67,108.4,160.65K,0.42%
19-Sep-13,108.76,110.92,111.26,108.52,201.58K,-1.66%
18-Sep-13,110.6,107.85,111.06,107.64,200.71K,2.23%
17-Sep-13,108.19,109.5,110,107.41,214.35K,-1.71%
16-Sep-13,110.07,111.25,111.49,108.73,249.44K,-2.40%
13-Sep-13,112.78,112.87,112.91,111.6,18.64K,0.13%
12-Sep-13,112.63,111.51,113.05,111.33,93.45K,1.01%
11-Sep-13,111.5,111.52,112.49,111.02,109.34K,0.22%
10-Sep-13,111.25,113,113.55,110.59,176.16K,-2.17%
09-Sep-13,113.72,115.93,116.18,113,200.57K,-2.07%
06-Sep-13,116.12,115.35,116.56,115.02,168.83K,0.75%
05-Sep-13,115.26,114.95,115.55,114.29,151.29K,0.30%
04-Sep-13,114.91,115.65,116.09,114.4,209.65K,-0.67%
03-Sep-13,115.68,114.45,116,114.06,234.73K,1.18%
02-Sep-13,114.33,114,114.57,112.2,90.95K,0.28%
30-Aug-13,114.01,114.2,115.53,113.63,245.06K,-1.00%
29-Aug-13,115.16,115.86,117.04,114.18,248.52K,-1.24%
28-Aug-13,116.61,115.3,117.34,114.81,286.09K,1.97%
27-Aug-13,114.36,111.16,115.29,110.73,288.71K,3.28%
26-Aug-13,110.73,111.15,111.68,110.5,92.72K,-0.28%
23-Aug-13,111.04,109.9,111.23,109.77,219.41K,1.04%
22-Aug-13,109.9,109.7,110.15,109.4,154.99K,0.08%
21-Aug-13,109.81,110.11,110.28,109.23,195.77K,-0.31%
20-Aug-13,110.15,109.67,110.73,108.61,233.19K,0.23%
19-Aug-13,109.9,110.53,111,109.59,188.06K,-0.45%
16-Aug-13,110.4,109.42,110.7,109.17,195.85K,-0.64%
15-Aug-13,111.11,110.35,111.53,110.35,19.27K,0.83%
14-Aug-13,110.2,109.51,110.36,109.05,97.93K,0.35%
13-Aug-13,109.82,109.08,110.06,108.95,112.23K,0.78%
12-Aug-13,108.97,108.13,109.13,107.43,147.83K,0.69%
09-Aug-13,108.22,106.81,108.32,106.6,148.43K,1.44%
08-Aug-13,106.68,107.39,107.86,105.85,175.73K,-0.71%
07-Aug-13,107.44,108.07,108.16,107.07,208.43K,-0.68%
06-Aug-13,108.18,108.74,109.23,107.46,229.16K,-0.48%
05-Aug-13,108.7,109.09,109.44,107.55,168.83K,-0.23%
02-Aug-13,108.95,109.52,110.09,108.38,160.76K,-0.54%
01-Aug-13,109.54,107.81,109.64,107.52,234.85K,1.71%
31-Jul-13,107.7,106.84,107.95,105.73,222.57K,0.74%
30-Jul-13,106.91,107.45,107.56,106.54,160.00K,-0.50%
29-Jul-13,107.45,107.19,107.89,106.6,178.93K,0.26%
26-Jul-13,107.17,107.59,107.79,106.53,119.94K,-0.45%
25-Jul-13,107.65,107.11,107.87,106.54,176.11K,0.43%
24-Jul-13,107.19,108.44,108.6,106.25,197.80K,-1.13%
23-Jul-13,108.42,108.3,108.63,107.56,190.20K,0.25%
22-Jul-13,108.15,108.3,108.68,107.55,198.42K,0.07%
19-Jul-13,108.07,108.73,109.18,107.01,212.19K,-0.58%
18-Jul-13,108.7,108.63,108.87,108.03,196.44K,0.08%
17-Jul-13,108.61,107.9,108.74,107.3,183.57K,-0.72%
16-Jul-13,109.4,109.05,109.72,108.63,19.97K,0.28%
15-Jul-13,109.09,108.99,109.26,107.96,100.86K,0.26%
12-Jul-13,108.81,107.33,109.14,107.28,127.81K,1.00%
11-Jul-13,107.73,108.24,108.93,107.02,184.69K,-0.72%
10-Jul-13,108.51,108.12,108.69,107.71,199.70K,0.65%
09-Jul-13,107.81,107.27,108.26,106.85,163.66K,0.35%
08-Jul-13,107.43,108,108.04,106.79,185.82K,-0.27%
05-Jul-13,107.72,105.54,107.88,105.38,233.34K,2.07%
04-Jul-13,105.54,105.85,105.99,104.91,81.37K,-0.21%
03-Jul-13,105.76,104.18,106.03,104.18,258.39K,1.69%
02-Jul-13,104,102.92,104.12,102.91,186.52K,0.97%
01-Jul-13,103,101.9,103.71,101.63,230.92K,0.82%
28-Jun-13,102.16,102.76,103.44,101.87,230.25K,-0.64%
27-Jun-13,102.82,101.66,103.34,101.66,190.61K,1.14%
26-Jun-13,101.66,101.1,101.89,100.25,195.23K,0.40%
25-Jun-13,101.26,101,102.08,100.7,182.09K,0.10%
24-Jun-13,101.16,100.61,101.64,99.67,254.19K,0.25%
21-Jun-13,100.91,102.1,103.09,100.04,263.37K,-1.21%
20-Jun-13,102.15,105.62,105.62,101.75,301.24K,-3.74%
19-Jun-13,106.12,106.1,106.59,105.45,164.86K,0.09%
18-Jun-13,106.02,105.66,106.24,105.11,150.87K,0.52%
17-Jun-13,105.47,105.77,106.67,105.28,160.18K,-0.43%
14-Jun-13,105.93,104.95,106.64,104.46,197.14K,1.61%
13-Jun-13,104.25,103.33,104.26,102.75,21.31K,0.73%
12-Jun-13,103.49,102.56,104.1,102.23,94.92K,0.51%
11-Jun-13,102.96,103.89,103.89,101.82,156.14K,-0.95%
10-Jun-13,103.95,104.56,104.76,103.66,159.65K,-0.58%
07-Jun-13,104.56,103.65,105.01,102.89,234.18K,0.92%
06-Jun-13,103.61,102.94,103.95,102.81,173.41K,0.55%
05-Jun-13,103.04,103.48,104.07,102.85,202.95K,-0.19%
04-Jun-13,103.24,102.02,103.58,101.47,300.89K,1.16%
03-Jun-13,102.06,100.15,102.48,99.66,255.71K,1.66%
31-May-13,100.39,102.12,102.38,100.03,215.28K,-1.76%
30-May-13,102.19,102.4,102.85,101.08,232.91K,-0.23%
29-May-13,102.43,104.32,104.37,102.17,209.65K,-1.73%
28-May-13,104.23,102.51,104.69,102.48,195.12K,1.57%
27-May-13,102.62,102.52,102.65,102.1,21.12K,-0.02%
24-May-13,102.64,102.55,102.79,101.65,136.63K,0.20%
23-May-13,102.44,102.25,102.68,100.64,230.37K,-0.16%
22-May-13,102.6,103.52,103.79,102.22,207.42K,-1.26%
21-May-13,103.91,104.78,105.15,103.51,179.06K,-0.85%
20-May-13,104.8,104.75,105.31,103.83,164.96K,0.15%
17-May-13,104.64,103.87,104.87,103.35,193.73K,0.81%
16-May-13,103.8,103.74,104.4,102.95,26.35K,0.12%
15-May-13,103.68,102.7,103.82,101.2,106.54K,1.05%
14-May-13,102.6,102.82,103.1,101.96,160.03K,-0.21%
13-May-13,102.82,103.26,103.86,102.25,173.55K,-1.05%
10-May-13,103.91,104.35,104.45,101.56,215.45K,-0.54%
09-May-13,104.47,104.44,104.6,103.45,197.07K,0.12%
08-May-13,104.34,104.11,104.8,103.53,229.32K,-0.06%
