일자별 수요예측 리스트 (단위 : MW),,,,,,,,,,,,,,,,,,,,,,,,
구분,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
20210113,"70,840","67,770","66,380","65,480","65,380","67,270","70,950","74,610","82,260","83,140","83,830","81,040","77,970","81,480","82,180","82,270","84,140","83,120","82,320","78,440","75,160","72,490","71,210","71,810"
20210114,"65,510","62,930","62,140","61,650","61,650","63,540","66,410","70,780","78,740","81,430","80,240","78,160","75,490","78,370","80,170","80,660","81,230","78,900","77,590","74,100","71,020","67,650","66,870","68,370"
20210115,"63,090","61,430","59,540","60,250","59,960","61,250","63,330","68,190","76,350","79,790","79,120","78,150","74,180","76,360","76,560","76,750","76,500","74,130","72,200","69,110","67,030","64,960","63,680","65,490"
20210116,"63,100","59,840","58,270","57,990","57,790","58,270","59,540","60,400","61,760","61,570","62,710","62,040","60,270","61,680","61,500","62,460","63,240","64,640","64,400","64,220","62,260","61,610","61,230","62,830"
20210117,"64,480","62,040","60,380","59,410","59,210","59,690","60,260","60,440","60,520","58,660","58,700","58,120","57,310","57,780","58,660","60,540","62,850","65,640","66,900","66,020","64,660","62,930","63,460","64,570"
20210118,"58,900","57,030","55,950","55,570","56,060","57,540","61,010","67,250","76,480","79,670","80,190","79,340","76,250","78,380","79,190","79,140","79,990","78,020","75,120","71,940","69,170","65,910","64,930","66,840"
20210119,"65,810","64,050","62,880","61,890","62,590","64,570","67,440","72,580","80,150","82,210","81,260","79,000","75,360","77,660","79,160","79,940","82,070","80,670","78,110","76,010","72,320","69,560","68,780","70,180"
20210120,"66,950","64,780","63,510","63,120","63,220","64,900","67,570","71,430","78,400","79,850","78,090","76,220","72,870","74,870","76,270","77,860","80,100","77,920","76,270","73,870","70,480","67,710","67,120","69,030"
20210121,"65,200","62,930","61,640","61,050","61,450","62,530","65,300","69,860","77,250","79,820","79,360","77,990","74,730","77,230","77,830","78,410","78,860","76,570","74,800","72,000","69,410","65,940","65,660","67,370"
20210122,"63,570","61,500","60,120","59,430","60,040","61,030","63,900","68,150","75,540","77,430","76,980","76,310","72,650","76,330","76,620","76,800","77,250","75,770","74,120","71,710","69,330","66,270","65,590","66,390"
20210123,"62,720","60,340","58,950","58,360","58,550","59,240","60,430","62,210","64,600","63,930","63,740","61,850","58,670","59,080","59,660","61,040","63,490","64,740","65,510","64,520","63,230","61,460","61,760","63,560"
20210124,"60,900","59,320","58,340","57,850","57,850","58,240","58,630","58,810","58,700","56,810","56,230","55,560","54,780","54,970","55,660","57,360","59,610","61,640","62,810","62,310","61,530","60,550","60,670","61,180"
20210125,"57,280","55,500","54,420","54,230","54,630","56,120","59,290","64,760","73,010","76,110","76,730","75,970","72,390","74,180","74,890","74,690","75,450","73,900","72,170","69,590","67,100","64,330","63,440","65,040"
20210126,"60,870","58,510","57,440","57,050","57,350","58,330","61,490","65,840","72,890","75,220","74,850","73,560","70,790","73,780","74,260","73,830","73,590","72,060","69,850","67,860","65,790","63,520","62,540","64,350"
20210127,"61,630","60,060","58,490","57,900","58,700","59,580","62,440","67,200","73,350","73,480","71,610","69,220","65,340","67,930","68,720","70,080","71,750","71,120","70,110","68,020","66,250","63,880","62,800","64,910"
20210128,"61,450","59,480","58,300","57,410","58,210","58,990","62,460","66,620","74,250","76,830","76,750","75,970","72,300","74,290","74,780","74,660","75,650","73,820","71,490","69,100","67,320","64,450","62,970","64,570"
20210129,"64,840","62,980","61,810","61,020","61,310","62,580","65,740","70,570","77,940","79,780","79,130","78,570","74,920","76,410","77,400","77,770","79,220","77,210","75,410","72,210","69,740","66,970","66,600","68,520"
20210130,"62,240","58,580","56,510","55,620","55,920","57,100","58,770","60,640","64,200","64,180","64,400","62,900","59,520","60,530","60,920","61,390","62,430","62,880","63,850","62,560","60,790","58,630","58,840","61,340"
20210131,"58,090","55,430","53,950","53,360","53,670","54,460","55,130","55,320","55,020","52,380","51,710","50,240","49,360","49,970","50,150","52,030","55,470","58,570","60,710","60,300","59,320","58,160","58,370","58,980"
20210201,"54,740","52,490","51,320","51,130","51,820","53,900","57,960","64,390","73,210","74,440","73,790","71,660","67,320","68,980","69,400","69,780","72,120","71,420","70,750","68,460","66,200","63,440","62,370","64,080"
20210202,"63,450","61,190","59,720","59,430","60,320","61,200","64,460","69,310","75,180","76,030","74,480","73,230","69,580","71,770","73,070","74,850","77,090","76,670","75,080","72,180","69,700","66,940","66,260","68,070"
20210203,"64,780","62,710","62,130","61,040","61,340","63,010","65,880","70,730","78,410","78,660","77,300","74,950","71,380","73,580","75,080","76,460","78,710","77,100","75,630","72,620","70,340","67,270","66,090","67,000"
20210204,"65,120","62,750","61,860","61,470","61,960","62,840","66,290","71,140","78,120","78,000","76,150","73,890","70,530","72,310","73,690","75,260","77,700","76,580","75,200","72,500","69,530","67,160","65,990","67,300"
20210205,"64,180","62,310","60,420","60,830","60,630","61,810","65,080","69,640","76,940","77,610","76,750","74,680","71,220","73,310","74,600","75,480","76,230","74,440","72,460","69,850","67,970","64,700","63,720","65,330"
20210206,"62,780","60,420","58,750","57,960","57,860","58,450","59,630","60,910","63,130","62,710","62,950","61,570","58,490","58,380","57,970","57,760","58,910","59,920","61,230","60,710","59,630","58,060","58,170","60,170"
20210207,"59,410","57,660","56,690","56,210","56,310","56,800","57,380","57,470","57,000","55,000","54,720","53,750","52,890","53,100","53,690","54,860","56,690","58,590","60,100","59,900","59,310","58,450","58,470","58,780"
20210208,"57,730","55,490","54,420","54,230","54,930","56,710","60,460","66,290","74,890","76,970","76,470","75,090","71,450","73,230","73,830","74,120","75,480","74,130","73,490","71,310","69,140","66,590","65,620","67,330"
20210209,"63,640","62,080","61,010","60,720","60,020","62,100","64,970","69,620","76,700","76,670","75,010","71,730","67,960","70,040","71,750","71,930","73,580","72,510","70,840","68,930","66,960","64,300","63,520","64,930"
20210210,"63,160","60,500","58,920","58,140","58,540","59,620","62,290","65,740","72,120","73,480","72,320","69,840","64,670","65,850","65,260","63,750","62,890","61,820","62,160","61,460","60,780","59,920","59,640","61,950"
20210211,"57,580","55,020","53,340","52,560","52,360","52,540","52,800","52,360","51,340","49,300","48,650","47,560","46,790","46,670","47,290","48,370","50,110","51,840","53,280","53,170","53,000","53,040","53,860","54,460"
20210212,"51,090","48,930","47,450","46,770","46,870","47,550","48,420","48,480","46,560","43,220","41,660","40,970","40,990","41,280","41,790","42,680","44,230","46,370","48,510","48,900","49,130","49,560","50,880","52,180"
20210213,"50,200","48,540","47,360","46,880","47,070","47,660","48,030","48,080","47,860","46,620","46,460","45,780","45,400","45,590","46,500","47,180","48,430","50,170","51,810","51,900","51,630","51,560","52,380","52,790"
20210214,"51,400","49,030","47,660","46,970","47,370","48,150","48,820","49,080","49,460","49,120","49,660","49,470","48,900","49,280","49,690","50,480","51,530","53,270","55,310","55,500","55,130","54,860","55,680","55,880"
20210215,"53,380","51,130","50,060","49,870","50,570","52,350","55,610","60,560","68,640","71,710","71,660","70,370","66,110","68,190","69,100","69,280","70,120","69,650","69,170","67,670","65,900","63,840","63,160","64,670"
20210216,"64,940","62,880","61,710","61,420","61,820","63,300","66,070","70,620","76,500","76,570","75,210","72,930","68,860","70,640","71,350","71,830","73,680","72,710","72,240","70,540","68,660","66,000","64,920","66,530"
20210217,"62,130","60,380","58,710","58,530","59,330","61,000","64,070","70,110","77,170","78,540","77,090","75,190","71,520","72,700","72,930","74,210","76,640","75,160","74,210","71,010","69,150","66,600","66,320","68,430"
20210218,"66,200","64,440","63,170","61,990","63,080","64,160","67,230","72,580","80,400","80,790","79,130","76,250","71,570","73,460","74,350","75,100","77,630","75,850","74,200","72,400","69,620","66,750","65,460","67,770"
20210219,"64,180","62,010","60,520","60,030","60,430","62,220","64,990","69,460","76,150","76,680","75,710","73,830","70,240","72,230","73,910","73,280","74,740","73,200","71,470","69,180","67,700","65,320","64,330","65,140"
20210220,"62,950","61,070","59,790","59,200","59,200","59,780","60,660","61,740","63,310","62,730","62,860","61,780","59,190","59,170","58,770","58,950","59,920","60,590","61,860","61,460","60,670","59,500","59,410","60,810"
20210221,"56,150","53,670","52,280","51,890","52,190","52,880","53,760","54,040","53,820","52,040","51,760","50,080","48,290","48,270","48,770","50,360","53,230","56,210","58,880","58,780","58,190","57,210","57,320","57,530"
20210222,"56,050","53,780","52,810","52,720","53,520","55,700","59,670","65,940","73,710","74,030","73,070","70,790","66,610","68,690","69,780","70,960","73,620","73,670","73,530","71,430","69,050","66,180","64,800","66,310"
20210223,"60,430","58,470","57,690","57,100","57,300","58,680","61,750","66,220","72,430","71,570","70,030","67,060","63,880","67,170","68,660","69,440","71,110","69,440","69,260","67,940","65,550","62,890","61,810","63,120"
20210224,"60,450","58,190","57,710","56,920","57,720","59,000","61,770","65,940","72,150","72,390","70,850","69,070","65,600","67,890","68,580","68,060","69,220","67,160","66,870","65,850","63,770","61,510","61,230","63,040"
20210225,"60,610","58,440","57,560","56,560","57,460","58,840","61,810","66,080","71,420","72,480","71,820","69,650","67,170","69,470","70,560","69,940","70,290","68,320","66,630","65,600","62,620","61,750","60,970","62,170"
20210226,"61,370","59,010","57,830","57,640","57,930","59,210","61,670","65,350","70,610","70,190","69,230","66,560","62,900","65,290","66,470","66,950","67,900","66,820","65,720","65,170","62,990","60,920","60,530","60,940"
20210227,"60,980","58,930","57,760","57,270","57,260","57,640","58,490","59,230","60,120","59,040","58,350","56,670","54,310","54,400","54,490","54,970","56,520","57,560","59,190","59,170","58,710","58,150","58,070","59,080"
20210228,"55,880","53,830","52,750","52,360","52,560","53,230","53,790","53,750","52,730","50,750","50,460","48,980","47,810","47,610","47,990","49,380","51,740","54,280","56,720","56,900","56,530","56,170","55,990","55,800"
20210301,"52,980","50,700","49,510","49,120","49,610","50,490","51,860","53,840","56,750","58,080","59,000","58,930","57,050","58,450","58,640","59,220","59,570","59,620","59,960","60,440","60,240","59,660","59,170","58,380"
20210302,"54,630","52,750","51,670","51,570","52,360","53,940","57,000","61,980","68,890","70,520","69,750","67,380","63,310","65,100","65,790","66,670","68,810","68,860","68,590","67,160","64,970","63,190","62,300","63,210"
20210303,"59,400","57,140","55,860","55,570","56,570","58,150","61,320","65,390","70,570","69,870","68,470","66,520","62,570","65,240","67,050","67,730","70,180","69,130","68,790","67,090","65,610","63,130","62,150","62,760"
20210304,"58,830","56,970","56,000","55,310","56,010","57,390","60,350","64,220","70,900","73,000","72,700","71,950","69,400","72,180","72,580","72,260","72,710","70,150","68,810","67,110","65,330","63,360","62,480","63,180"
20210305,"58,510","56,250","55,570","54,980","55,380","57,070","59,740","62,810","68,530","69,760","68,270","65,910","63,240","64,520","66,410","66,300","67,070","65,320","64,450","62,920","61,750","60,370","59,400","60,210"
20210306,"58,870","57,600","56,810","56,520","56,520","56,810","57,300","57,790","58,330","57,680","57,300","56,220","54,840","54,840","54,830","55,210","56,180","56,830","57,870","57,840","57,540","57,160","57,170","57,770"
20210307,"54,940","52,970","51,990","51,600","51,800","52,390","52,970","52,970","52,030","50,290","49,910","48,640","47,450","47,350","47,640","48,920","51,180","53,510","55,740","55,910","55,620","55,230","55,140","54,950"
20210308,"54,040","51,560","50,270","50,170","51,170","53,650","58,120","64,590","72,000","72,230","70,850","67,780","63,200","65,900","66,990","68,370","71,230","71,380","72,420","71,200","69,300","66,820","65,030","66,040"
20210309,"59,530","57,470","56,700","55,920","56,420","58,490","60,960","64,530","69,640","69,070","67,780","65,730","62,250","64,540","65,830","65,910","67,270","65,720","66,360","65,230","63,250","61,480","60,400","61,210"
20210310,"58,430","56,460","55,390","54,910","55,510","57,490","60,160","64,130","67,830","66,360","64,980","62,210","58,440","59,830","61,010","62,600","65,660","66,010","67,060","66,340","64,750","62,980","61,700","62,310"
20210311,"58,770","56,600","55,630","55,340","55,930","57,520","60,290","64,250","68,750","68,370","65,890","63,020","59,150","60,550","61,240","62,550","64,610","65,160","66,190","65,540","63,750","62,270","61,090","61,600"
20210312,"57,510","55,640","54,970","53,880","54,880","56,260","58,720","63,100","69,740","71,580","71,820","71,650","68,690","70,990","71,070","70,050","69,710","67,660","65,670","65,210","62,810","61,030","59,750","60,670"
20210313,"58,120","55,460","54,080","53,590","53,770","54,550","55,840","56,640","57,580","56,420","56,050","54,650","52,580","53,460","53,550","53,940","55,390","56,330","58,360","58,520","57,640","56,760","56,380","57,490"
20210314,"54,850","52,890","51,910","51,420","51,620","52,200","52,680","52,780","52,490","51,400","51,220","50,170","49,090","48,900","48,800","49,690","51,370","53,410","55,700","56,340","56,050","55,670","55,490","55,210"
20210315,"52,250","50,070","49,090","49,090","49,890","52,170","55,950","61,530","68,050","67,680","65,100","61,830","57,760","59,450","60,440","62,230","64,900","65,950","67,280","66,550","64,460","62,570","61,090","61,500"
20210316,"55,950","53,780","53,320","53,130","53,330","55,010","57,680","61,350","65,540","63,550","62,170","60,000","57,230","58,610","60,470","61,880","63,870","63,840","64,160","63,330","62,040","60,360","58,980","59,610"
20210317,"57,250","55,470","54,010","53,920","54,720","56,500","59,270","62,740","66,240","64,740","63,360","61,490","57,330","59,500","60,770","61,670","64,460","64,530","65,260","64,820","63,040","61,550","60,280","60,400"
20210318,"56,900","55,130","53,950","53,260","53,960","55,740","58,810","62,280","65,350","63,640","62,660","60,900","57,680","58,960","60,140","61,340","63,820","64,280","64,900","64,430","62,830","61,160","59,680","59,490"
20210319,"55,360","53,390","52,410","51,920","52,620","54,690","57,360","60,650","64,280","63,600","63,330","61,370","58,630","60,010","61,590","61,870","63,050","63,480","63,900","63,530","62,030","60,650","59,180","59,890"
20210320,"55,170","53,000","51,820","51,140","51,240","52,020","53,700","55,410","57,570","58,400","58,610","58,610","56,530","58,130","57,440","56,430","56,500","56,130","56,440","57,080","55,490","55,000","54,420","55,220"
20210321,"53,320","51,950","51,270","50,980","51,180","51,760","52,050","51,870","51,240","50,170","49,890","49,110","48,630","48,830","49,030","49,710","50,880","52,520","54,220","54,750","54,540","54,250","54,170","53,880"
20210322,"52,470","50,410","49,230","49,150","50,040","52,320","56,190","61,490","67,420","67,080","64,510","61,750","58,390","60,270","61,120","62,710","65,360","66,610","67,250","66,710","64,420","62,650","61,170","61,600"
20210323,"56,630","54,460","53,380","53,280","53,880","55,570","58,440","61,830","65,050","63,190","60,810","58,330","55,060","56,840","57,930","59,600","61,850","63,010","64,070","64,050","62,260","60,870","59,590","59,800"
20210324,"57,830","55,760","54,280","53,480","54,280","56,260","58,530","62,020","66,040","65,580","64,500","62,840","59,860","61,840","62,930","63,790","65,240","64,600","64,450","62,730","61,940","60,660","59,280","59,490"
20210325,"56,090","54,230","53,650","53,050","53,550","55,330","58,310","61,520","64,780","63,910","62,340","60,370","56,800","58,480","59,980","61,050","63,510","63,250","63,770","62,910","61,010","59,630","58,350","59,260"
20210326,"55,500","53,830","52,750","52,360","52,760","54,340","57,020","59,740","63,080","61,620","61,150","59,760","56,590","58,270","59,660","60,550","62,020","61,980","62,520","61,960","60,760","58,770","57,690","57,590"
20210327,"54,480","52,420","51,340","50,960","51,160","51,940","53,030","53,720","54,920","55,030","55,340","54,760","53,280","53,760","53,770","53,660","53,830","53,980","55,120","55,390","54,800","54,120","53,630","54,540"
20210328,"51,200","49,830","49,140","48,840","49,040","49,630","49,920","49,830","49,280","48,720","48,650","48,070","47,380","47,280","47,270","47,840","49,190","50,820","52,530","53,270","53,070","52,790","52,510","52,320"
20210329,"51,130","49,060","47,970","47,880","48,680","50,860","54,540","58,940","63,300","62,550","61,080","58,910","55,730","57,420","58,400","59,890","62,350","63,790","65,000","64,740","62,750","60,960","59,790","60,000"
20210330,"55,400","53,530","52,650","52,460","53,050","54,630","57,500","60,540","63,220","62,050","59,990","57,420","53,750","55,630","57,020","58,400","60,960","62,600","63,920","63,440","61,620","60,330","58,850","59,060"
20210331,"55,810","53,940","52,770","52,370","53,270","55,140","57,920","60,360","62,930","60,860","59,700","57,620","54,150","55,540","56,420","57,510","60,470","61,420","63,840","63,460","61,940","60,360","58,970","59,280"
20210401,"53,840","52,070","51,390","51,000","51,800","52,880","55,260","57,870","61,030","61,260","60,490","60,320","57,940","60,430","60,920","61,900","61,960","62,610","62,440","62,060","60,850","58,750","57,970","57,480"
20210402,"55,040","52,880","51,990","51,800","52,510","54,190","56,670","59,080","61,730","60,160","59,390","57,320","53,940","55,630","56,520","57,700","60,460","61,610","63,540","63,550","62,040","60,450","59,170","59,180"
20210403,"53,850","51,220","49,950","49,650","49,860","50,840","52,020","52,540","53,650","53,950","54,830","54,730","53,440","54,700","54,690","54,480","54,660","54,530","55,400","55,590","54,710","53,830","53,250","53,860"
20210404,"50,360","48,390","47,510","47,220","47,400","47,980","48,470","48,590","48,540","48,370","48,710","48,320","47,440","47,240","47,030","47,210","48,360","50,200","52,010","53,040","52,830","52,240","52,060","51,570"
20210405,"50,220","47,950","46,870","46,790","47,580","49,660","53,140","57,450","61,880","60,930","59,560","57,490","54,520","56,410","58,190","59,570","61,730","62,780","63,800","63,930","62,120","60,440","59,060","58,980"
20210406,"55,150","52,990","51,910","51,530","52,230","53,810","56,190","58,790","61,590","60,500","59,420","57,730","54,730","57,600","59,480","60,460","62,130","62,400","62,980","63,450","61,860","60,390","58,710","58,450"
20210407,"54,950","52,880","51,900","51,510","52,210","53,590","55,960","58,380","61,030","60,050","59,080","57,420","54,750","57,340","59,130","60,110","61,770","61,810","62,330","62,740","61,230","59,840","58,260","57,980"
20210408,"55,140","53,180","52,300","52,010","52,610","53,890","56,470","59,090","62,140","61,360","59,490","57,220","53,850","56,140","57,830","59,210","61,270","62,310","63,230","63,740","62,130","60,550","59,160","58,780"
20210409,"53,910","52,150","51,070","50,780","51,080","52,460","54,940","57,380","59,520","58,440","58,480","56,900","54,330","58,000","58,880","59,760","60,730","61,080","61,700","61,420","59,620","58,640","57,260","56,990"
20210410,"53,980","51,610","50,730","50,040","49,920","51,000","51,980","52,800","51,750","49,970","49,700","49,610","47,930","49,430","50,430","51,510","53,970","54,010","55,840","55,860","55,550","54,060","53,780","53,990"
20210411,"50,160","47,290","45,810","45,320","45,710","46,690","47,380","47,920","48,260","48,680","49,220","48,440","47,270","46,850","46,730","47,310","48,870","51,230","53,450","55,070","54,770","53,680","53,000","52,030"
20210412,"49,480","47,400","46,420","46,340","47,130","49,210","52,580","56,100","59,530","58,660","57,490","55,540","52,660","54,350","56,050","57,720","60,180","61,820","63,030","63,640","62,040","60,350","58,870","58,690"
20210413,"54,210","52,240","51,760","50,970","51,260","52,840","55,230","58,980","62,820","62,740","61,270","59,300","56,430","58,800","60,180","61,050","63,530","63,280","63,810","62,730","60,820","59,540","57,660","57,680"
20210414,"55,700","53,730","52,850","52,760","52,760","54,440","56,930","58,980","62,310","60,840","60,160","58,400","55,820","58,400","59,970","61,350","63,220","63,070","63,300","63,220","61,620","59,830","58,350","57,880"
20210415,"54,850","52,770","51,690","51,400","51,890","53,370","55,960","58,890","61,890","61,000","59,620","57,650","54,180","56,080","56,840","58,020","60,200","61,780","62,920","63,630","62,330","60,640","59,060","58,870"
20210416,"54,450","52,070","51,190","51,400","51,290","52,680","55,670","59,890","64,890","66,300","65,940","64,700","62,230","63,920","63,500","63,380","63,550","62,910","63,430","62,540","61,540","59,750","58,370","58,480"
20210417,"54,580","53,110","52,330","51,940","52,140","52,820","53,220","52,770","52,300","51,420","51,440","50,640","49,340","50,150","50,770","51,450","52,210","53,040","54,350","55,260","55,050","54,560","54,080","54,220"
20210418,"51,500","49,940","49,070","48,890","49,080","49,660","49,860","49,230","48,090","47,110","47,240","46,460","45,770","45,870","46,460","47,540","48,990","50,820","52,430","53,760","53,650","53,170","52,790","52,010"
20210419,"48,440","46,860","46,180","46,090","46,680","48,270","51,060","54,690","59,320","59,730","59,670","59,210","57,330","59,310","60,390","60,970","61,940","62,010","61,850","61,660","59,850","58,360","57,080","56,900"
20210420,"54,330","52,170","51,290","50,900","51,600","53,080","55,460","57,610","59,740","58,450","57,380","56,020","53,240","55,520","56,790","58,360","60,940","61,800","62,950","63,270","61,560","59,670","58,300","57,720"
20210421,"54,130","52,270","51,400","51,110","51,400","52,680","55,270","58,010","61,050","61,060","60,900","59,830","57,350","60,130","61,700","62,470","64,150","63,410","63,950","63,470","61,760","60,070","58,000","57,820"
20210422,"52,610","51,030","49,950","49,250","49,650","50,740","52,930","56,790","60,810","62,230","63,140","63,160","61,280","63,870","64,450","64,130","64,500","62,980","62,640","62,280","60,270","58,480","56,700","56,210"
20210423,"52,710","50,440","49,550","49,060","49,260","50,840","53,240","57,000","61,520","63,130","63,450","63,180","60,800","62,790","63,570","63,250","63,610","62,180","61,840","60,990","59,780","57,990","56,420","55,530"
20210424,"53,200","50,920","49,930","49,040","49,130","49,920","50,710","50,440","49,760","48,580","48,790","48,410","46,620","47,220","48,520","49,210","50,380","51,640","53,270","54,710","54,900","53,610","52,920","52,560"
20210425,"51,440","48,870","47,480","46,780","47,280","48,170","48,380","46,730","44,570","42,790","42,610","40,920","39,830","39,820","40,820","42,800","45,770","49,230","52,370","54,620","54,810","54,120","53,430","52,330"
20210426,"49,760","47,580","46,690","46,600","47,500","49,580","53,080","56,520","60,930","60,840","60,150","58,770","55,590","58,080","59,770","61,360","63,630","64,790","65,550","65,890","64,080","62,090","60,500","60,220"
20210427,"54,770","52,690","51,710","51,320","51,820","53,010","55,790","58,900","62,190","62,200","61,620","60,460","57,990","60,770","62,150","63,430","64,690","64,460","64,120","64,280","62,980","61,190","59,310","58,540"
20210428,"54,470","52,600","51,720","51,430","51,830","52,920","55,400","58,100","60,990","61,000","60,430","59,480","57,310","59,690","60,970","62,040","63,200","62,960","62,610","62,770","61,570","60,080","58,410","57,730"
20210429,"53,100","51,340","50,370","50,290","50,480","51,260","53,660","56,380","59,550","59,050","58,660","57,320","54,960","57,150","58,200","59,360","61,120","61,480","62,240","62,200","61,210","59,230","57,850","57,180"
20210430,"53,300","51,740","50,570","50,590","50,580","52,160","54,640","57,060","59,820","59,630","58,660","57,090","54,440","56,740","57,680","58,660","60,610","61,160","61,620","61,770","60,470","59,290","57,720","57,350"
20210501,"53,900","52,530","51,760","51,460","51,460","51,850","52,230","51,830","51,530","50,450","50,270","49,790","48,630","49,420","50,190","51,070","51,930","52,490","53,650","54,810","54,700","54,110","53,540","53,470"
20210502,"49,770","48,590","48,010","47,720","47,820","48,210","48,310","47,580","46,520","45,650","45,770","45,190","44,800","44,990","45,670","46,640","48,000","49,540","50,780","51,810","51,800","51,410","51,020","50,340"
20210503,"48,010","46,240","45,360","45,170","45,770","47,660","50,440","53,240","57,130","57,160","56,790","55,610","52,840","55,330","57,000","58,480","60,440","61,590","62,260","62,610","61,200","59,410","57,640","57,170"
20210504,"52,770","50,690","49,900","49,610","50,010","51,100","53,800","56,510","59,510","59,520","59,240","58,150","55,770","57,660","59,450","60,830","62,310","62,470","62,740","62,410","60,810","58,820","57,430","56,540"
20210505,"53,410","51,440","50,450","49,870","49,970","50,560","51,150","50,760","50,060","48,790","48,010","46,630","45,060","46,240","47,320","48,600","50,560","53,110","55,660","57,320","57,210","56,220","55,240","54,560"
20210506,"51,180","49,410","48,520","48,220","48,820","50,110","52,210","54,060","55,880","56,490","56,310","54,530","52,250","54,330","56,120","58,180","60,240","61,310","62,170","62,320","61,210","59,520","57,940","56,960"
20210507,"52,190","50,110","49,030","48,940","49,130","50,020","52,720","55,760","58,780","59,400","59,210","58,740","55,860","58,230","59,520","60,080","61,140","60,610","60,760","61,020","59,510","57,820","56,140","55,560"
20210508,"52,930","50,860","49,890","49,190","49,500","50,480","50,570","50,190","49,490","47,310","47,220","46,460","44,280","45,780","46,980","48,660","50,020","51,960","53,400","54,530","54,910","53,620","53,140","52,670"
20210509,"48,480","46,800","45,820","45,330","45,630","46,220","46,320","45,090","43,530","42,350","42,470","41,490","40,900","41,190","42,270","43,740","45,900","48,050","50,090","51,530","51,610","51,020","50,440","49,350"
20210510,"48,680","46,610","45,620","45,530","46,220","48,110","51,020","53,670","57,180","57,400","57,120","55,240","52,260","54,640","56,830","58,990","61,750","63,220","63,980","64,520","63,210","61,330","59,340","58,460"
20210511,"53,280","51,510","50,230","50,040","50,040","51,130","53,520","56,250","59,830","59,520","59,630","58,660","55,990","58,390","59,450","60,020","61,400","61,070","61,140","60,800","59,410","57,620","56,540","55,760"
20210512,"54,030","52,260","51,290","50,700","51,000","51,890","53,780","56,360","58,860","59,460","59,270","58,490","55,600","58,280","59,240","60,430","61,500","62,170","61,750","62,820","61,720","59,730","57,850","57,070"
20210513,"52,840","50,870","50,090","49,800","50,000","50,590","52,780","54,960","58,520","59,300","59,380","58,880","56,700","59,270","60,650","61,430","62,320","62,510","62,400","62,800","61,810","59,860","57,690","56,620"
20210514,"53,310","51,440","50,460","50,170","50,470","51,360","53,350","55,460","58,660","58,870","58,590","57,420","54,730","57,010","58,280","59,860","61,820","62,300","62,370","62,930","62,110","60,330","58,240","56,760"
