datetime,Won/kwh,temperature,natural gas Price,coal Price,WTI Price,Elc Demand
2021-01-18 8:00,72.33,-4,2.64,87.4,52.2,61.01
2021-01-18 9:00,72.33,-3.9,2.64,87.4,52.2,67.25
2021-01-18 10:00,72.32,-3.1,2.64,87.4,52.2,76.48
2021-01-18 11:00,71.68,-2.3,2.64,87.4,52.2,79.67
2021-01-18 12:00,72.25,-1.5,2.64,87.4,52.2,80.19
2021-01-18 13:00,73.6,-0.6,2.64,87.4,52.2,79.34
2021-01-18 14:00,73.6,-0.2,2.64,87.4,52.2,76.25
2021-01-18 15:00,73.6,-0.3,2.64,87.4,52.2,78.38
2021-01-18 16:00,73.6,-0.4,2.64,87.4,52.2,79.19
2021-01-18 17:00,72.34,-0.4,2.64,87.4,52.2,79.14
2021-01-18 18:00,70.39,-2,2.64,87.4,52.2,79.99
2021-01-18 19:00,69.01,-3.9,2.64,87.4,52.2,78.02
2021-01-18 20:00,68.8,-4.9,2.64,87.4,52.2,75.12
2021-01-18 21:00,68.8,-5.5,2.64,87.4,52.2,71.94
2021-01-18 22:00,69.44,-6.1,2.64,87.4,52.2,69.17
2021-01-18 23:00,68.89,-7.1,2.64,87.4,52.2,65.91
2021-01-18 0:00,68.89,-8.4,2.637,86.4,52.36,64.93
2021-01-19 1:00,69.98,-9.1,2.637,86.4,52.36,66.84
2021-01-19 2:00,68.89,-9.6,2.637,86.4,52.36,65.81
2021-01-19 3:00,68.89,-10.1,2.637,86.4,52.36,64.05
2021-01-19 4:00,68.89,-10.4,2.637,86.4,52.36,62.88
2021-01-19 5:00,68.89,-10.6,2.637,86.4,52.36,61.89
2021-01-19 6:00,74.1,-11,2.637,86.4,52.36,62.59
2021-01-19 7:00,74.1,-11.4,2.637,86.4,52.36,64.57
2021-01-19 8:00,74.1,-11.4,2.637,86.4,52.36,67.44
2021-01-19 9:00,74.1,-11.6,2.637,86.4,52.36,72.58
2021-01-19 10:00,73.27,-10.8,2.637,86.4,52.36,80.15
2021-01-19 11:00,70.42,-8.6,2.637,86.4,52.36,82.21
2021-01-19 12:00,73.29,-6.2,2.637,86.4,52.36,81.26
2021-01-19 13:00,74.2,-4.1,2.637,86.4,52.36,79
2021-01-19 14:00,74.19,-2.3,2.637,86.4,52.36,75.36
2021-01-19 15:00,74.2,-1.5,2.637,86.4,52.36,77.66
2021-01-19 16:00,74.2,-0.6,2.637,86.4,52.36,79.16
2021-01-19 17:00,72.81,-0.4,2.637,86.4,52.36,79.94
2021-01-19 18:00,72.18,-1.3,2.637,86.4,52.36,82.07
2021-01-19 19:00,70.45,-2.7,2.637,86.4,52.36,80.67
2021-01-19 20:00,68.89,-3.6,2.637,86.4,52.36,78.11
2021-01-19 21:00,68.89,-4.4,2.637,86.4,52.36,76.01
2021-01-19 22:00,72.98,-4.9,2.637,86.4,52.36,72.32
2021-01-19 23:00,69.67,-5.1,2.637,86.4,52.36,69.56
2021-01-19 0:00,69.67,-5.5,2.546,85,52.98,68.78
2021-01-20 1:00,69.67,-5.6,2.546,85,52.98,70.18
2021-01-20 2:00,69.67,-5.8,2.546,85,52.98,66.95
2021-01-20 3:00,69.67,-5.6,2.546,85,52.98,64.78
2021-01-20 4:00,69.67,-5.5,2.546,85,52.98,63.51
2021-01-20 5:00,69.77,-6.1,2.546,85,52.98,63.12
2021-01-20 6:00,71.13,-6.4,2.546,85,52.98,63.22
2021-01-20 7:00,73.29,-6.3,2.546,85,52.98,64.9
2021-01-20 8:00,73.33,-6.4,2.546,85,52.98,67.57
2021-01-20 9:00,73.25,-5.9,2.546,85,52.98,71.43
2021-01-20 10:00,72.38,-4.7,2.546,85,52.98,78.4
2021-01-20 11:00,71.36,-2.3,2.546,85,52.98,79.85
2021-01-20 12:00,73.26,0.1,2.546,85,52.98,78.09
2021-01-20 13:00,73.88,1.5,2.546,85,52.98,76.22
2021-01-20 14:00,73.88,3.4,2.546,85,52.98,72.87
2021-01-20 15:00,74.31,5,2.546,85,52.98,74.87
2021-01-20 16:00,74.31,6.3,2.546,85,52.98,76.27
2021-01-20 17:00,74.32,7.1,2.546,85,52.98,77.86
2021-01-20 18:00,74.32,5.9,2.546,85,52.98,80.1
2021-01-20 19:00,69.42,4.1,2.546,85,52.98,77.92
2021-01-20 20:00,69.22,3.1,2.546,85,52.98,76.27
2021-01-20 21:00,69.22,2.4,2.546,85,52.98,73.87
2021-01-20 22:00,69.44,1.6,2.546,85,52.98,70.48
2021-01-20 23:00,68.81,1.5,2.546,85,52.98,67.71
2021-01-20 0:00,68.81,2,2.539,85.5,53.24,67.12
2021-01-21 1:00,68.81,2.5,2.539,85.5,53.24,69.03
2021-01-21 2:00,68.81,2.7,2.539,85.5,53.24,65.2
2021-01-21 3:00,68.81,2.9,2.539,85.5,53.24,62.93
2021-01-21 4:00,68.81,2.9,2.539,85.5,53.24,61.64
2021-01-21 5:00,69.22,3,2.539,85.5,53.24,61.05
2021-01-21 6:00,69.86,3,2.539,85.5,53.24,61.45
2021-01-21 7:00,72.99,3.1,2.539,85.5,53.24,62.53
2021-01-21 8:00,73.85,3.2,2.539,85.5,53.24,65.3
2021-01-21 9:00,73.85,3.2,2.539,85.5,53.24,69.86
2021-01-21 10:00,73.86,3.7,2.539,85.5,53.24,77.25
2021-01-21 11:00,71.6,4.5,2.539,85.5,53.24,79.82
2021-01-21 12:00,73.83,5,2.539,85.5,53.24,79.36
2021-01-21 13:00,73.85,5.8,2.539,85.5,53.24,77.99
2021-01-21 14:00,73.85,6.8,2.539,85.5,53.24,74.73
2021-01-21 15:00,73.85,6.9,2.539,85.5,53.24,77.23
2021-01-21 16:00,72.36,6.1,2.539,85.5,53.24,77.83
2021-01-21 17:00,72.36,5.3,2.539,85.5,53.24,78.41
2021-01-21 18:00,70.74,4.8,2.539,85.5,53.24,78.86
2021-01-21 19:00,69.51,4.6,2.539,85.5,53.24,76.57
2021-01-21 20:00,68.81,4.6,2.539,85.5,53.24,74.8
2021-01-21 21:00,68.81,4.6,2.539,85.5,53.24,72
2021-01-21 22:00,69.44,4.8,2.539,85.5,53.24,69.41
2021-01-21 23:00,69.33,4.9,2.539,85.5,53.24,65.94
2021-01-21 0:00,69.33,4.8,2.491,85.5,53.13,65.66
2021-01-22 1:00,69.33,4.9,2.491,85.5,53.13,67.37
2021-01-22 2:00,69.33,5,2.491,85.5,53.13,63.57
2021-01-22 3:00,69.33,5,2.491,85.5,53.13,61.5
2021-01-22 4:00,69.44,5,2.491,85.5,53.13,60.12
2021-01-22 5:00,69.33,4.9,2.491,85.5,53.13,59.43
2021-01-22 6:00,69.8,5.1,2.491,85.5,53.13,60.04
2021-01-22 7:00,72.15,5,2.491,85.5,53.13,61.03
2021-01-22 8:00,72.9,5,2.491,85.5,53.13,63.9
2021-01-22 9:00,72.9,4.9,2.491,85.5,53.13,68.15
2021-01-22 10:00,72.89,5,2.491,85.5,53.13,75.54
2021-01-22 11:00,69.58,5.4,2.491,85.5,53.13,77.43
2021-01-22 12:00,72.9,5.8,2.491,85.5,53.13,76.98
2021-01-22 13:00,72.9,6,2.491,85.5,53.13,76.31
2021-01-22 14:00,72.9,6.4,2.491,85.5,53.13,72.65
2021-01-22 15:00,72.9,6.6,2.491,85.5,53.13,76.33
2021-01-22 16:00,72.39,6.5,2.491,85.5,53.13,76.62
2021-01-22 17:00,72.03,6.4,2.491,85.5,53.13,76.8
2021-01-22 18:00,71.09,6.3,2.491,85.5,53.13,77.25
2021-01-22 19:00,69.57,5.9,2.491,85.5,53.13,75.77
2021-01-22 20:00,69.32,5.6,2.491,85.5,53.13,74.12
2021-01-22 21:00,69.32,5.5,2.491,85.5,53.13,71.71
2021-01-22 22:00,69.44,5.5,2.491,85.5,53.13,69.33
2021-01-22 23:00,69.58,5.2,2.491,85.5,53.13,66.27
2021-01-22 0:00,68.86,5.1,2.446,85.9,52.27,65.59
2021-01-23 1:00,66.73,4.9,2.446,85.9,52.27,66.39
2021-01-23 2:00,66.73,5.3,2.446,85.9,52.27,62.72
2021-01-23 3:00,66.73,5.6,2.446,85.9,52.27,60.34
2021-01-23 4:00,68.58,5.4,2.446,85.9,52.27,58.95
2021-01-23 5:00,68.29,5.2,2.446,85.9,52.27,58.36
2021-01-23 6:00,68.83,5.3,2.446,85.9,52.27,58.55
2021-01-23 7:00,69.59,5.2,2.446,85.9,52.27,59.24
2021-01-23 8:00,69.02,5.4,2.446,85.9,52.27,60.43
2021-01-23 9:00,69.37,5.3,2.446,85.9,52.27,62.21
2021-01-23 10:00,69.37,5.9,2.446,85.9,52.27,64.6
2021-01-23 11:00,66.89,7.5,2.446,85.9,52.27,63.93
2021-01-23 12:00,66.91,9.3,2.446,85.9,52.27,63.74
2021-01-23 13:00,69.37,9.8,2.446,85.9,52.27,61.85
2021-01-23 14:00,69.37,10.4,2.446,85.9,52.27,58.67
2021-01-23 15:00,68.94,10.9,2.446,85.9,52.27,59.08
2021-01-23 16:00,69.37,11.9,2.446,85.9,52.27,59.66
2021-01-23 17:00,69.37,11.5,2.446,85.9,52.27,61.04
2021-01-23 18:00,68.74,10.5,2.446,85.9,52.27,63.49
2021-01-23 19:00,68.46,9.4,2.446,85.9,52.27,64.74
2021-01-23 20:00,67.68,8.4,2.446,85.9,52.27,65.51
2021-01-23 21:00,68.13,7.6,2.446,85.9,52.27,64.52
2021-01-23 22:00,69.58,7.1,2.446,85.9,52.27,63.23
2021-01-23 23:00,68.11,6.6,2.446,85.9,52.27,61.46
2021-01-23 0:00,68.11,6.3,2.446,85.9,52.27,61.76
2021-01-24 1:00,67.98,6.1,2.446,85.9,52.27,63.56
2021-01-24 2:00,66.25,5.8,2.446,85.9,52.27,60.9
2021-01-24 3:00,66.13,5.5,2.446,85.9,52.27,59.32
2021-01-24 4:00,66.8,4.7,2.446,85.9,52.27,58.34
2021-01-24 5:00,67.72,4.2,2.446,85.9,52.27,57.85
2021-01-24 6:00,66.81,3.8,2.446,85.9,52.27,57.85
2021-01-24 7:00,66.71,3.1,2.446,85.9,52.27,58.24
2021-01-24 8:00,65.66,2.7,2.446,85.9,52.27,58.63
2021-01-24 9:00,65.66,2.4,2.446,85.9,52.27,58.81
2021-01-24 10:00,64.46,3.7,2.446,85.9,52.27,58.7
2021-01-24 11:00,64.27,6.3,2.446,85.9,52.27,56.81
2021-01-24 12:00,64.4,8.5,2.446,85.9,52.27,56.23
2021-01-24 13:00,64.45,10.1,2.446,85.9,52.27,55.56
2021-01-24 14:00,66.46,11.6,2.446,85.9,52.27,54.78
2021-01-24 15:00,67.89,12.9,2.446,85.9,52.27,54.97
2021-01-24 16:00,68.29,13.8,2.446,85.9,52.27,55.66
2021-01-24 17:00,68.3,13.4,2.446,85.9,52.27,57.36
2021-01-24 18:00,68.3,11.6,2.446,85.9,52.27,59.61
2021-01-24 19:00,68.2,10.3,2.446,85.9,52.27,61.64
2021-01-24 20:00,67.27,9,2.446,85.9,52.27,62.81
2021-01-24 21:00,67.34,8,2.446,85.9,52.27,62.31
2021-01-24 22:00,67.42,7,2.446,85.9,52.27,61.53
2021-01-24 23:00,67.64,7,2.446,85.9,52.27,60.55
2021-01-24 0:00,65.71,6.3,2.446,85.9,52.27,60.67
2021-01-25 1:00,62.7,5.7,2.446,85.9,52.27,61.18
2021-01-25 2:00,62.7,5.3,2.446,85.9,52.27,57.28
2021-01-25 3:00,62.7,4.7,2.446,85.9,52.27,55.5
2021-01-25 4:00,67.32,4.1,2.446,85.9,52.27,54.42
2021-01-25 5:00,69.44,3.8,2.446,85.9,52.27,54.23
2021-01-25 6:00,68.09,3.6,2.446,85.9,52.27,54.63
2021-01-25 7:00,71.97,3,2.446,85.9,52.27,56.12
2021-01-25 8:00,72.35,3.1,2.446,85.9,52.27,59.29
2021-01-25 9:00,72.35,3.4,2.446,85.9,52.27,64.76
2021-01-25 10:00,72.17,4.4,2.446,85.9,52.27,73.01
2021-01-25 11:00,69.74,6.4,2.446,85.9,52.27,76.11
2021-01-25 12:00,71.04,8.4,2.446,85.9,52.27,76.73
2021-01-25 13:00,72,9.8,2.446,85.9,52.27,75.97
2021-01-25 14:00,72,11.2,2.446,85.9,52.27,72.39
2021-01-25 15:00,72.17,12.5,2.446,85.9,52.27,74.18
2021-01-25 16:00,72,13.3,2.446,85.9,52.27,74.89
2021-01-25 17:00,71.09,13.7,2.446,85.9,52.27,74.69
2021-01-25 18:00,70.47,13.1,2.446,85.9,52.27,75.45
2021-01-25 19:00,68.8,11.7,2.446,85.9,52.27,73.9
2021-01-25 20:00,67.36,10.9,2.446,85.9,52.27,72.17
2021-01-25 21:00,67.21,9.9,2.446,85.9,52.27,69.59
2021-01-25 22:00,70.63,9.3,2.446,85.9,52.27,67.1
2021-01-25 23:00,67.8,8.5,2.446,85.9,52.27,64.33
2021-01-25 0:00,67.8,8,2.602,85.95,52.77,63.44
2021-01-26 1:00,66.41,7.4,2.602,85.95,52.77,65.04
2021-01-26 2:00,65.72,7.1,2.602,85.95,52.77,60.87
2021-01-26 3:00,65.72,7,2.602,85.95,52.77,58.51
2021-01-26 4:00,67.8,6.6,2.602,85.95,52.77,57.44
2021-01-26 5:00,67.8,6.5,2.602,85.95,52.77,57.05
2021-01-26 6:00,71.34,6.1,2.602,85.95,52.77,57.35
2021-01-26 7:00,71.33,5.9,2.602,85.95,52.77,58.33
2021-01-26 8:00,72.11,6.2,2.602,85.95,52.77,61.49
2021-01-26 9:00,72.11,5.8,2.602,85.95,52.77,65.84
2021-01-26 10:00,71.12,5.9,2.602,85.95,52.77,72.89
2021-01-26 11:00,69.86,5.9,2.602,85.95,52.77,75.22
2021-01-26 12:00,71.89,6,2.602,85.95,52.77,74.85
2021-01-26 13:00,71.89,6.1,2.602,85.95,52.77,73.56
2021-01-26 14:00,71.89,6.5,2.602,85.95,52.77,70.79
2021-01-26 15:00,71.89,7,2.602,85.95,52.77,73.78
2021-01-26 16:00,71.48,6.9,2.602,85.95,52.77,74.26
2021-01-26 17:00,71.18,6.4,2.602,85.95,52.77,73.83
2021-01-26 18:00,69.09,5.4,2.602,85.95,52.77,73.59
2021-01-26 19:00,67.97,5.2,2.602,85.95,52.77,72.06
2021-01-26 20:00,67.8,4.7,2.602,85.95,52.77,69.85
2021-01-26 21:00,67.8,4.3,2.602,85.95,52.77,67.86
2021-01-26 22:00,71.34,3.8,2.602,85.95,52.77,65.79
2021-01-26 23:00,67.96,3.3,2.602,85.95,52.77,63.52
2021-01-26 0:00,67.96,2.4,2.656,86,52.61,62.54
2021-01-27 1:00,67.96,1.7,2.656,86,52.61,64.35
2021-01-27 2:00,67.69,1.4,2.656,86,52.61,61.63
2021-01-27 3:00,67.96,1,2.656,86,52.61,60.06
2021-01-27 4:00,67.96,0.6,2.656,86,52.61,58.49
2021-01-27 5:00,70.64,0.1,2.656,86,52.61,57.9
2021-01-27 6:00,71.6,-0.4,2.656,86,52.61,58.7
2021-01-27 7:00,74.84,-1,2.656,86,52.61,59.58
2021-01-27 8:00,73.69,-1.4,2.656,86,52.61,62.44
2021-01-27 9:00,76.66,-1.8,2.656,86,52.61,67.2
2021-01-27 10:00,71.17,-1.2,2.656,86,52.61,73.35
2021-01-27 11:00,68.59,0.9,2.656,86,52.61,73.48
2021-01-27 12:00,69.78,2.6,2.656,86,52.61,71.61
2021-01-27 13:00,69.78,3.9,2.656,86,52.61,69.22
2021-01-27 14:00,71.42,5.6,2.656,86,52.61,65.34
2021-01-27 15:00,73.54,6.5,2.656,86,52.61,67.93
2021-01-27 16:00,71.42,6,2.656,86,52.61,68.72
2021-01-27 17:00,71.5,5.6,2.656,86,52.61,70.08
2021-01-27 18:00,71,4.8,2.656,86,52.61,71.75
2021-01-27 19:00,69.07,3.6,2.656,86,52.61,71.12
2021-01-27 20:00,67.7,2.6,2.656,86,52.61,70.11
2021-01-27 21:00,67.7,1.5,2.656,86,52.61,68.02
2021-01-27 22:00,74.47,1.1,2.656,86,52.61,66.25
2021-01-27 23:00,67.93,0.8,2.656,86,52.61,63.88
2021-01-27 0:00,67.93,0.5,2.76,86.2,52.85,62.8
2021-01-28 1:00,67.93,0.7,2.76,86.2,52.85,64.91
2021-01-28 2:00,67.65,0.3,2.76,86.2,52.85,61.45
2021-01-28 3:00,67.93,0.2,2.76,86.2,52.85,59.48
2021-01-28 4:00,67.93,0.1,2.76,86.2,52.85,58.3
2021-01-28 5:00,67.93,0.1,2.76,86.2,52.85,57.41
2021-01-28 6:00,68.7,-0.4,2.76,86.2,52.85,58.21
2021-01-28 7:00,71.94,-0.1,2.76,86.2,52.85,58.99
2021-01-28 8:00,72.33,-0.2,2.76,86.2,52.85,62.46
2021-01-28 9:00,74.08,-0.3,2.76,86.2,52.85,66.62
2021-01-28 10:00,72.31,0.7,2.76,86.2,52.85,74.25
2021-01-28 11:00,70.21,0.5,2.76,86.2,52.85,76.83
2021-01-28 12:00,71.47,0.3,2.76,86.2,52.85,76.75
2021-01-28 13:00,72.32,0.8,2.76,86.2,52.85,75.97
2021-01-28 14:00,71.92,0.3,2.76,86.2,52.85,72.3
2021-01-28 15:00,72.34,0.9,2.76,86.2,52.85,74.29
2021-01-28 16:00,71.92,0,2.76,86.2,52.85,74.78
2021-01-28 17:00,71.92,-1.3,2.76,86.2,52.85,74.66
2021-01-28 18:00,69.65,-3.3,2.76,86.2,52.85,75.65
2021-01-28 19:00,70.47,-4.6,2.76,86.2,52.85,73.82
2021-01-28 20:00,67.72,-5.6,2.76,86.2,52.85,71.49
2021-01-28 21:00,67.64,-6.8,2.76,86.2,52.85,69.1
2021-01-28 22:00,70.6,-7.7,2.76,86.2,52.85,67.32
2021-01-28 23:00,67.98,-8.4,2.76,86.2,52.85,64.45
2021-01-28 0:00,67.91,-8.9,2.664,86.3,52.34,62.97
2021-01-29 1:00,67.91,-9.7,2.664,86.3,52.34,64.57
2021-01-29 2:00,67.91,-10.1,2.664,86.3,52.34,64.84
2021-01-29 3:00,76.04,-10.6,2.664,86.3,52.34,62.98
2021-01-29 4:00,67.91,-10.9,2.664,86.3,52.34,61.81
2021-01-29 5:00,68.46,-11.2,2.664,86.3,52.34,61.02
2021-01-29 6:00,70.46,-11.3,2.664,86.3,52.34,61.31
2021-01-29 7:00,72.19,-11.6,2.664,86.3,52.34,62.58
2021-01-29 8:00,73.53,-11.5,2.664,86.3,52.34,65.74
2021-01-29 9:00,75.83,-11.5,2.664,86.3,52.34,70.57
2021-01-29 10:00,73.37,-11,2.664,86.3,52.34,77.94
2021-01-29 11:00,72.66,-9.9,2.664,86.3,52.34,79.78
2021-01-29 12:00,73.37,-8.6,2.664,86.3,52.34,79.13
2021-01-29 13:00,73.6,-8.3,2.664,86.3,52.34,78.57
2021-01-29 14:00,73.6,-7.3,2.664,86.3,52.34,74.92
2021-01-29 15:00,73.6,-6.3,2.664,86.3,52.34,76.41
2021-01-29 16:00,73.6,-5.8,2.664,86.3,52.34,77.4
2021-01-29 17:00,72.18,-5,2.664,86.3,52.34,77.77
2021-01-29 18:00,72.18,-5.5,2.664,86.3,52.34,79.22
2021-01-29 19:00,69.25,-6.6,2.664,86.3,52.34,77.21
2021-01-29 20:00,69.03,-7.1,2.664,86.3,52.34,75.41
2021-01-29 21:00,69.03,-7.6,2.664,86.3,52.34,72.21
2021-01-29 22:00,73.3,-8,2.664,86.3,52.34,69.74
2021-01-29 23:00,67.58,-8.1,2.664,86.3,52.34,66.97
2021-01-29 0:00,68.23,-8,2.564,86.2,52.2,66.6
2021-01-30 1:00,66.57,-8.2,2.564,86.2,52.2,68.52
2021-01-30 2:00,65.97,-6.9,2.564,86.2,52.2,62.24
2021-01-30 3:00,65.97,-6.4,2.564,86.2,52.2,58.58
2021-01-30 4:00,68.63,-6.4,2.564,86.2,52.2,56.51
2021-01-30 5:00,68.21,-6.1,2.564,86.2,52.2,55.62
2021-01-30 6:00,68.16,-5.9,2.564,86.2,52.2,55.92
2021-01-30 7:00,69.61,-5.7,2.564,86.2,52.2,57.1
2021-01-30 8:00,69.61,-5.5,2.564,86.2,52.2,58.77
2021-01-30 9:00,69.58,-5.4,2.564,86.2,52.2,60.64
2021-01-30 10:00,68.66,-5.6,2.564,86.2,52.2,64.2
2021-01-30 11:00,66.91,-4.7,2.564,86.2,52.2,64.18
2021-01-30 12:00,67.31,-3.4,2.564,86.2,52.2,64.4
2021-01-30 13:00,69.58,-0.8,2.564,86.2,52.2,62.9
2021-01-30 14:00,68.05,2.9,2.564,86.2,52.2,59.52
2021-01-30 15:00,69.58,3.7,2.564,86.2,52.2,60.53
2021-01-30 16:00,69.12,4.4,2.564,86.2,52.2,60.92
2021-01-30 17:00,69.58,4.9,2.564,86.2,52.2,61.39
2021-01-30 18:00,68.92,4.3,2.564,86.2,52.2,62.43
2021-01-30 19:00,69.08,2.7,2.564,86.2,52.2,62.88
2021-01-30 20:00,66.95,1.6,2.564,86.2,52.2,63.85
2021-01-30 21:00,66.98,0.8,2.564,86.2,52.2,62.56
2021-01-30 22:00,73.92,0.1,2.564,86.2,52.2,60.79
2021-01-30 23:00,69.82,-0.7,2.564,86.2,52.2,58.63
2021-01-30 0:00,70.21,-1.3,2.564,86.2,52.2,58.84
2021-01-31 1:00,69.64,-1.5,2.564,86.2,52.2,61.34
2021-01-31 2:00,64.38,-2.1,2.564,86.2,52.2,58.09
2021-01-31 3:00,64.49,-2.5,2.564,86.2,52.2,55.43
2021-01-31 4:00,66.31,-2.9,2.564,86.2,52.2,53.95
2021-01-31 5:00,69.47,-3.2,2.564,86.2,52.2,53.36
2021-01-31 6:00,68.93,-3.4,2.564,86.2,52.2,53.67
2021-01-31 7:00,66.3,-3.6,2.564,86.2,52.2,54.46
2021-01-31 8:00,60.33,-3.2,2.564,86.2,52.2,55.13
2021-01-31 9:00,60.33,-3.1,2.564,86.2,52.2,55.32
2021-01-31 10:00,58.43,-1.8,2.564,86.2,52.2,55.02
2021-01-31 11:00,56.37,0.8,2.564,86.2,52.2,52.38
2021-01-31 12:00,58.09,2.6,2.564,86.2,52.2,51.71
2021-01-31 13:00,58.94,4.8,2.564,86.2,52.2,50.24
2021-01-31 14:00,60.86,6.4,2.564,86.2,52.2,49.36
2021-01-31 15:00,65.23,7.7,2.564,86.2,52.2,49.97
2021-01-31 16:00,67.91,8.4,2.564,86.2,52.2,50.15
2021-01-31 17:00,69.26,8.6,2.564,86.2,52.2,52.03
2021-01-31 18:00,69.26,8.3,2.564,86.2,52.2,55.47
2021-01-31 19:00,67.94,7.9,2.564,86.2,52.2,58.57
2021-01-31 20:00,67.32,7.4,2.564,86.2,52.2,60.71
2021-01-31 21:00,67.72,6.8,2.564,86.2,52.2,60.3
2021-01-31 22:00,67.72,6.5,2.564,86.2,52.2,59.32
2021-01-31 23:00,73.87,6.3,2.564,86.2,52.2,58.16
2021-01-31 0:00,68.69,5.8,2.564,86.2,52.2,58.37
2021-02-01 1:00,64.53,6.1,2.564,86.2,52.2,58.98
2021-02-01 2:00,63.51,6.3,2.564,86.2,52.2,54.74
2021-02-01 3:00,66.89,6.2,2.564,86.2,52.2,52.49
2021-02-01 4:00,73.45,5.7,2.564,86.2,52.2,51.32
2021-02-01 5:00,73.21,5.7,2.564,86.2,52.2,51.13
2021-02-01 6:00,76.93,5.6,2.564,86.2,52.2,51.82
2021-02-01 7:00,78.38,5.7,2.564,86.2,52.2,53.9
2021-02-01 8:00,78.38,5.8,2.564,86.2,52.2,57.96
2021-02-01 9:00,78.38,5.8,2.564,86.2,52.2,64.39
2021-02-01 10:00,77.44,6.7,2.564,86.2,52.2,73.21
2021-02-01 11:00,75.56,7.1,2.564,86.2,52.2,74.44
2021-02-01 12:00,75.56,7.6,2.564,86.2,52.2,73.79
2021-02-01 13:00,77.24,8.5,2.564,86.2,52.2,71.66
2021-02-01 14:00,76.56,9.2,2.564,86.2,52.2,67.32
2021-02-01 15:00,78.48,9.2,2.564,86.2,52.2,68.98
2021-02-01 16:00,78.48,7.7,2.564,86.2,52.2,69.4
2021-02-01 17:00,77.72,6.9,2.564,86.2,52.2,69.78
2021-02-01 18:00,76.95,6.7,2.564,86.2,52.2,72.12
2021-02-01 19:00,74.39,5.8,2.564,86.2,52.2,71.42
2021-02-01 20:00,73.19,5.2,2.564,86.2,52.2,70.75
2021-02-01 21:00,73.19,3.8,2.564,86.2,52.2,68.46
2021-02-01 22:00,75.1,2.4,2.564,86.2,52.2,66.2
2021-02-01 23:00,73.58,1.2,2.564,86.2,52.2,63.44
2021-02-01 0:00,73.02,0.1,2.85,85.65,53.55,62.37
2021-02-02 1:00,72.2,-2.3,2.85,85.65,53.55,64.08
2021-02-02 2:00,71.81,-3.2,2.85,85.65,53.55,63.45
2021-02-02 3:00,75.1,-3.8,2.85,85.65,53.55,61.19
2021-02-02 4:00,72.98,-4.4,2.85,85.65,53.55,59.72
2021-02-02 5:00,73.34,-5.3,2.85,85.65,53.55,59.43
2021-02-02 6:00,77.47,-6.2,2.85,85.65,53.55,60.32
2021-02-02 7:00,78.97,-7.2,2.85,85.65,53.55,61.2
2021-02-02 8:00,78.97,-7.9,2.85,85.65,53.55,64.46
2021-02-02 9:00,77.47,-8.2,2.85,85.65,53.55,69.31
2021-02-02 10:00,77.57,-7.8,2.85,85.65,53.55,75.18
2021-02-02 11:00,74.94,-6.8,2.85,85.65,53.55,76.03
2021-02-02 12:00,76.92,-5.7,2.85,85.65,53.55,74.48
2021-02-02 13:00,77.41,-4.9,2.85,85.65,53.55,73.23
2021-02-02 14:00,78.63,-4.6,2.85,85.65,53.55,69.58
2021-02-02 15:00,78.63,-4.1,2.85,85.65,53.55,71.77
2021-02-02 16:00,78.63,-3.1,2.85,85.65,53.55,73.07
2021-02-02 17:00,78.63,-2.5,2.85,85.65,53.55,74.85
2021-02-02 18:00,77.55,-3.3,2.85,85.65,53.55,77.09
2021-02-02 19:00,74.97,-4.1,2.85,85.65,53.55,76.67
2021-02-02 20:00,74.68,-4.4,2.85,85.65,53.55,75.08
2021-02-02 21:00,74.68,-4.5,2.85,85.65,53.55,72.18
2021-02-02 22:00,75.33,-5.3,2.85,85.65,53.55,69.7
2021-02-02 23:00,73.62,-6,2.85,85.65,53.55,66.94
2021-02-02 0:00,73.01,-6.9,2.845,85,54.76,66.26
2021-02-03 1:00,73.84,-7.7,2.845,85,54.76,68.07
2021-02-03 2:00,72.15,-8.4,2.845,85,54.76,64.78
2021-02-03 3:00,72.32,-9,2.845,85,54.76,62.71
2021-02-03 4:00,73.66,-9.2,2.845,85,54.76,62.13
2021-02-03 5:00,74.64,-9.3,2.845,85,54.76,61.04
2021-02-03 6:00,78,-9,2.845,85,54.76,61.34
2021-02-03 7:00,80.36,-8.7,2.845,85,54.76,63.01
2021-02-03 8:00,80.36,-9,2.845,85,54.76,65.88
2021-02-03 9:00,79.29,-8.9,2.845,85,54.76,70.73
2021-02-03 10:00,78.61,-7.7,2.845,85,54.76,78.41
2021-02-03 11:00,74.97,-4.8,2.845,85,54.76,78.66
2021-02-03 12:00,79.27,-2.5,2.845,85,54.76,77.3
2021-02-03 13:00,80.36,-0.8,2.845,85,54.76,74.95
2021-02-03 14:00,80.35,0.4,2.845,85,54.76,71.38
2021-02-03 15:00,80.35,1.2,2.845,85,54.76,73.58
2021-02-03 16:00,79.55,0.2,2.845,85,54.76,75.08
2021-02-03 17:00,79.55,0.3,2.845,85,54.76,76.46
2021-02-03 18:00,78.7,0.7,2.845,85,54.76,78.71
2021-02-03 19:00,76.23,0.3,2.845,85,54.76,77.1
2021-02-03 20:00,74.82,-0.1,2.845,85,54.76,75.63
2021-02-03 21:00,74.82,0.2,2.845,85,54.76,72.62
2021-02-03 22:00,75.1,0.2,2.845,85,54.76,70.34
2021-02-03 23:00,75.1,-0.5,2.845,85,54.76,67.27
