datetime,Won/kwh,temperature,natural gas Price,coal Price,WTI Price,Elc Demand
2021-09-25 18:00,102.68,23,5.14,181.5,73.98,56.74
2021-09-25 19:00,102.68,22.8,5.14,181.5,73.98,57.12
2021-09-25 20:00,102.49,22,5.14,181.5,73.98,57.69
2021-09-25 21:00,100.84,21.7,5.14,181.5,73.98,57.98
2021-09-25 22:00,100.84,21.5,5.14,181.5,73.98,57.1
2021-09-25 23:00,100.1,21.3,5.14,181.5,73.98,55.84
2021-09-26 0:00,98.64,21.1,5.14,181.5,73.98,54.38
2021-09-26 1:00,98.79,20.9,5.14,181.5,73.98,53.81
2021-09-26 2:00,98.49,20.6,5.14,181.5,73.98,50.75
2021-09-26 3:00,98.49,20.2,5.14,181.5,73.98,49.38
2021-09-26 4:00,98.49,20.1,5.14,181.5,73.98,48.5
2021-09-26 5:00,98.49,19.8,5.14,181.5,73.98,48.01
2021-09-26 6:00,98.49,19.3,5.14,181.5,73.98,48.01
2021-09-26 7:00,97.92,18.9,5.14,181.5,73.98,48.2
2021-09-26 8:00,108.76,18.5,5.14,181.5,73.98,48.59
2021-09-26 9:00,108.76,19.4,5.14,181.5,73.98,48.49
2021-09-26 10:00,108.29,21.2,5.14,181.5,73.98,48.69
2021-09-26 11:00,99.07,22.9,5.14,181.5,73.98,48.98
2021-09-26 12:00,99.07,24,5.14,181.5,73.98,49.88
2021-09-26 13:00,99.94,24.7,5.14,181.5,73.98,50.07
2021-09-26 14:00,99.94,26,5.14,181.5,73.98,50.26
2021-09-26 15:00,101.96,26.5,5.14,181.5,73.98,51.15
2021-09-26 16:00,102.65,26.6,5.14,181.5,73.98,52.14
2021-09-26 17:00,103.07,27.2,5.14,181.5,73.98,53.11
2021-09-26 18:00,102.8,26.1,5.14,181.5,73.98,54.17
2021-09-26 19:00,103.11,24.9,5.14,181.5,73.98,55.33
2021-09-26 20:00,103.11,24.1,5.14,181.5,73.98,56.5
2021-09-26 21:00,100.1,23.6,5.14,181.5,73.98,56.98
2021-09-26 22:00,100.1,23.1,5.14,181.5,73.98,56.3
2021-09-26 23:00,98.86,22.4,5.14,181.5,73.98,54.93
2021-09-27 0:00,98.61,21.4,5.706,204.75,75.45,53.28
2021-09-27 1:00,98.09,20.9,5.706,204.75,75.45,51.91
2021-09-27 2:00,98.09,20.4,5.706,204.75,75.45,50.14
2021-09-27 3:00,98.09,20,5.706,204.75,75.45,48.77
2021-09-27 4:00,99.15,19.4,5.706,204.75,75.45,47.89
2021-09-27 5:00,101.85,19,5.706,204.75,75.45,47.61
2021-09-27 6:00,101.88,18.9,5.706,204.75,75.45,47.9
2021-09-27 7:00,105.19,18.7,5.706,204.75,75.45,49.19
2021-09-27 8:00,107.62,18.8,5.706,204.75,75.45,51.87
2021-09-27 9:00,108.76,19.3,5.706,204.75,75.45,56.24
2021-09-27 10:00,107.28,20.4,5.706,204.75,75.45,61.61
2021-09-27 11:00,107.14,21.3,5.706,204.75,75.45,64.09
2021-09-27 12:00,108.29,22.9,5.706,204.75,75.45,64.99
2021-09-27 13:00,109.14,24.6,5.706,204.75,75.45,65.12
2021-09-27 14:00,109.14,24.2,5.706,204.75,75.45,63.62
2021-09-27 15:00,110.95,24.6,5.706,204.75,75.45,66.3
2021-09-27 16:00,109.14,24.1,5.706,204.75,75.45,67.77
2021-09-27 17:00,110.11,23.6,5.706,204.75,75.45,68.36
2021-09-27 18:00,110.11,23.2,5.706,204.75,75.45,69.02
2021-09-27 19:00,107.62,22.8,5.706,204.75,75.45,68.09
2021-09-27 20:00,105.19,22.4,5.706,204.75,75.45,67.16
2021-09-27 21:00,103.04,22,5.706,204.75,75.45,66.36
2021-09-27 22:00,101.88,21.7,5.706,204.75,75.45,63.99
2021-09-27 23:00,101.52,21.4,5.706,204.75,75.45,61.32
2021-09-28 0:00,100.49,21.2,5.841,207.7,75.29,58.47
2021-09-28 1:00,100.49,20.8,5.841,207.7,75.29,57.2
2021-09-28 2:00,100.55,20.6,5.841,207.7,75.29,54.14
2021-09-28 3:00,100.55,20.3,5.841,207.7,75.29,51.97
2021-09-28 4:00,100.68,19.9,5.841,207.7,75.29,51.09
2021-09-28 5:00,101.85,19.7,5.841,207.7,75.29,50.9
2021-09-28 6:00,102.93,19.6,5.841,207.7,75.29,50.9
2021-09-28 7:00,107.42,19.6,5.841,207.7,75.29,51.79
2021-09-28 8:00,107.87,19.6,5.841,207.7,75.29,54.56
2021-09-28 9:00,109.38,19.9,5.841,207.7,75.29,58.52
2021-09-28 10:00,108.78,20.6,5.841,207.7,75.29,64.28
2021-09-28 11:00,107.35,20.8,5.841,207.7,75.29,66.75
2021-09-28 12:00,108.87,22.9,5.841,207.7,75.29,67.44
2021-09-28 13:00,110.04,24,5.841,207.7,75.29,67.26
2021-09-28 14:00,110.06,24.3,5.841,207.7,75.29,65.06
2021-09-28 15:00,110.06,23.8,5.841,207.7,75.29,68.25
2021-09-28 16:00,110.07,24,5.841,207.7,75.29,69.23
2021-09-28 17:00,109.65,23.7,5.841,207.7,75.29,68.93
2021-09-28 18:00,109.65,23.4,5.841,207.7,75.29,69.31
2021-09-28 19:00,107.42,22.9,5.841,207.7,75.29,68.28
2021-09-28 20:00,106.03,21.8,5.841,207.7,75.29,66.76
2021-09-28 21:00,103.44,21.5,5.841,207.7,75.29,65.86
2021-09-28 22:00,103.32,20.8,5.841,207.7,75.29,63.69
2021-09-28 23:00,100.57,20.4,5.841,207.7,75.29,61.32
2021-09-29 0:00,100.57,20.1,5.477,210.5,74.83,58.57
2021-09-29 1:00,98.36,20.1,5.477,210.5,74.83,57.49
2021-09-29 2:00,98.36,20.2,5.477,210.5,74.83,53.44
2021-09-29 3:00,98.36,20.3,5.477,210.5,74.83,51.87
2021-09-29 4:00,98.45,20.4,5.477,210.5,74.83,50.39
2021-09-29 5:00,101.43,20.5,5.477,210.5,74.83,50.5
2021-09-29 6:00,102.76,20.5,5.477,210.5,74.83,50.7
2021-09-29 7:00,107.32,20.4,5.477,210.5,74.83,50.99
2021-09-29 8:00,107.46,20.5,5.477,210.5,74.83,54.06
2021-09-29 9:00,107.45,20.9,5.477,210.5,74.83,58.72
2021-09-29 10:00,107.45,21.1,5.477,210.5,74.83,64.16
2021-09-29 11:00,107.4,20.9,5.477,210.5,74.83,66.63
2021-09-29 12:00,108.12,21.1,5.477,210.5,74.83,67.03
2021-09-29 13:00,108.79,21.2,5.477,210.5,74.83,67.23
2021-09-29 14:00,108.79,20.5,5.477,210.5,74.83,65.04
2021-09-29 15:00,108.79,20.6,5.477,210.5,74.83,67.72
2021-09-29 16:00,108.91,20.8,5.477,210.5,74.83,68.61
2021-09-29 17:00,108.09,20.9,5.477,210.5,74.83,68.51
2021-09-29 18:00,107.46,20.5,5.477,210.5,74.83,68.59
2021-09-29 19:00,107.03,20.2,5.477,210.5,74.83,67.66
2021-09-29 20:00,104.26,19.8,5.477,210.5,74.83,66.85
2021-09-29 21:00,102.76,19.6,5.477,210.5,74.83,65.96
2021-09-29 22:00,101.62,19.3,5.477,210.5,74.83,64.39
2021-09-29 23:00,100.68,18.8,5.477,210.5,74.83,61.13
2021-09-30 0:00,100.68,18.3,5.867,218,75.03,58.77
2021-09-30 1:00,100.81,17.8,5.867,218,75.03,57.2
2021-09-30 2:00,100.81,17.5,5.867,218,75.03,54.44
2021-09-30 3:00,100.87,17.2,5.867,218,75.03,52.76
2021-09-30 4:00,100.87,17,5.867,218,75.03,51.78
2021-09-30 5:00,101.26,16.8,5.867,218,75.03,51.29
2021-09-30 6:00,103.44,16.4,5.867,218,75.03,51.59
2021-09-30 7:00,107.92,16.1,5.867,218,75.03,52.78
2021-09-30 8:00,107.83,16.4,5.867,218,75.03,55.35
2021-09-30 9:00,107.75,16.9,5.867,218,75.03,59.61
2021-09-30 10:00,107.5,17.4,5.867,218,75.03,64.86
2021-09-30 11:00,107.42,18.3,5.867,218,75.03,66.52
2021-09-30 12:00,108.3,20.3,5.867,218,75.03,66.61
2021-09-30 13:00,110.11,22.1,5.867,218,75.03,66.61
2021-09-30 14:00,110.19,24,5.867,218,75.03,64.61
2021-09-30 15:00,112.21,25.4,5.867,218,75.03,67.6
2021-09-30 16:00,112.08,25.8,5.867,218,75.03,68.8
2021-09-30 17:00,112.08,25.7,5.867,218,75.03,69.49
2021-09-30 18:00,113.27,25.6,5.867,218,75.03,69.97
2021-09-30 19:00,108.73,24.2,5.867,218,75.03,69.25
2021-09-30 20:00,107.68,22.7,5.867,218,75.03,68.94
2021-09-30 21:00,104.4,21.7,5.867,218,75.03,67.74
2021-09-30 22:00,102.88,20.9,5.867,218,75.03,65.27
2021-09-30 23:00,105.6,20.4,5.867,218,75.03,62.51
2021-10-01 0:00,105.6,19.7,5.619,228,75.88,59.35
2021-10-01 1:00,103.18,19.2,5.619,228,75.88,57.98
2021-10-01 2:00,103.18,18.7,5.619,228,75.88,54.52
2021-10-01 3:00,103.18,18.3,5.619,228,75.88,52.96
2021-10-01 4:00,106.21,17.7,5.619,228,75.88,52.18
2021-10-01 5:00,106.42,17.4,5.619,228,75.88,51.69
2021-10-01 6:00,107.82,17.2,5.619,228,75.88,51.69
2021-10-01 7:00,112.58,17,5.619,228,75.88,52.98
2021-10-01 8:00,113.13,17,5.619,228,75.88,55.35
2021-10-01 9:00,114.02,17.5,5.619,228,75.88,59.62
2021-10-01 10:00,113.66,19.8,5.619,228,75.88,65.39
2021-10-01 11:00,113.66,21.4,5.619,228,75.88,67.75
2021-10-01 12:00,113.64,23,5.619,228,75.88,68.05
2021-10-01 13:00,115.41,24.6,5.619,228,75.88,68.15
2021-10-01 14:00,115.28,26,5.619,228,75.88,66.14
2021-10-01 15:00,115.51,27.2,5.619,228,75.88,68.31
2021-10-01 16:00,114.9,27.2,5.619,228,75.88,69.19
2021-10-01 17:00,114.52,26.9,5.619,228,75.88,69.48
2021-10-01 18:00,113,25.7,5.619,228,75.88,69.65
2021-10-01 19:00,113,23.9,5.619,228,75.88,68.31
2021-10-01 20:00,110.89,22.5,5.619,228,75.88,67.79
2021-10-01 21:00,107.82,21.8,5.619,228,75.88,66.59
2021-10-01 22:00,107.82,21.5,5.619,228,75.88,64.43
2021-10-01 23:00,106.97,21.4,5.619,228,75.88,61.77
2021-10-02 0:00,106.38,17.2,5.619,228,75.88,58.92
2021-10-02 1:00,106,17,5.619,228,75.88,57.76
2021-10-02 2:00,105.07,16.6,5.619,228,75.88,53.21
2021-10-02 3:00,105.07,16.8,5.619,228,75.88,51.55
2021-10-02 4:00,105.45,16.6,5.619,228,75.88,50.48
2021-10-02 5:00,106.63,16.7,5.619,228,75.88,49.8
2021-10-02 6:00,106.75,16.5,5.619,228,75.88,49.7
2021-10-02 7:00,107.61,16.6,5.619,228,75.88,50.28
2021-10-02 8:00,106.69,16.9,5.619,228,75.88,51.06
2021-10-02 9:00,107.99,17.5,5.619,228,75.88,51.84
2021-10-02 10:00,107.68,18.8,5.619,228,75.88,53.22
2021-10-02 11:00,107.52,20.9,5.619,228,75.88,53.5
2021-10-02 12:00,110.17,21.7,5.619,228,75.88,54.5
2021-10-02 13:00,111.04,23.5,5.619,228,75.88,54.68
2021-10-02 14:00,111.15,24.2,5.619,228,75.88,54.06
2021-10-02 15:00,111.78,25.7,5.619,228,75.88,56.06
2021-10-02 16:00,111.78,26.2,5.619,228,75.88,56.85
2021-10-02 17:00,112.52,26.1,5.619,228,75.88,57.14
2021-10-02 18:00,112.52,25.2,5.619,228,75.88,57.39
2021-10-02 19:00,112.52,23.7,5.619,228,75.88,57.35
2021-10-02 20:00,110.82,22.5,5.619,228,75.88,58.6
2021-10-02 21:00,109.68,21.1,5.619,228,75.88,58.79
2021-10-02 22:00,107.88,20.8,5.619,228,75.88,57.62
2021-10-02 23:00,106.57,20.3,5.619,228,75.88,55.97
2021-10-03 0:00,105.32,19.9,5.619,228,75.88,54.02
2021-10-03 1:00,105.32,19.5,5.619,228,75.88,53.15
2021-10-03 2:00,104.41,19.1,5.619,228,75.88,50.2
2021-10-03 3:00,104.41,18.7,5.619,228,75.88,48.55
2021-10-03 4:00,104.41,18.1,5.619,228,75.88,47.37
2021-10-03 5:00,104.41,17.7,5.619,228,75.88,46.79
2021-10-03 6:00,104.41,17.4,5.619,228,75.88,46.79
2021-10-03 7:00,103.75,17.1,5.619,228,75.88,47.28
2021-10-03 8:00,103.75,17.2,5.619,228,75.88,47.66
2021-10-03 9:00,106.39,18,5.619,228,75.88,47.65
2021-10-03 10:00,106.21,19.9,5.619,228,75.88,47.55
2021-10-03 11:00,106.57,21.8,5.619,228,75.88,47.62
2021-10-03 12:00,107.36,23.8,5.619,228,75.88,48.62
2021-10-03 13:00,108.18,26,5.619,228,75.88,48.63
2021-10-03 14:00,109.66,27.5,5.619,228,75.88,48.92
2021-10-03 15:00,112.06,28.6,5.619,228,75.88,50.21
2021-10-03 16:00,112.4,28.7,5.619,228,75.88,51.4
2021-10-03 17:00,113.05,27.9,5.619,228,75.88,52.55
2021-10-03 18:00,113.05,26.8,5.619,228,75.88,53.9
2021-10-03 19:00,113.05,25.8,5.619,228,75.88,55.14
2021-10-03 20:00,113.05,24.7,5.619,228,75.88,56.89
2021-10-03 21:00,110.37,23.6,5.619,228,75.88,57.38
2021-10-03 22:00,109.52,22.4,5.619,228,75.88,56.41
2021-10-03 23:00,106.34,21.6,5.619,228,75.88,55.06
2021-10-04 0:00,104.8,20.7,5.766,240,77.62,53.01
2021-10-04 1:00,104.8,20.2,5.766,240,77.62,51.35
2021-10-04 2:00,104.8,19.5,5.766,240,77.62,48.92
2021-10-04 3:00,104.8,19.3,5.766,240,77.62,47.56
2021-10-04 4:00,104.8,19.4,5.766,240,77.62,46.39
2021-10-04 5:00,107.15,19.6,5.766,240,77.62,46
2021-10-04 6:00,111.78,19.9,5.766,240,77.62,46.1
2021-10-04 7:00,111.77,20.2,5.766,240,77.62,47.08
2021-10-04 8:00,113.15,20.3,5.766,240,77.62,49.05
2021-10-04 9:00,111.77,20.7,5.766,240,77.62,51.61
2021-10-04 10:00,111.19,21.3,5.766,240,77.62,55.15
2021-10-04 11:00,111.07,22.1,5.766,240,77.62,57.93
2021-10-04 12:00,111.9,23.4,5.766,240,77.62,56.72
2021-10-04 13:00,113.11,24.3,5.766,240,77.62,56.15
2021-10-04 14:00,114.47,24.5,5.766,240,77.62,54.26
2021-10-04 15:00,115.02,25.4,5.766,240,77.62,57.32
2021-10-04 16:00,115.02,25.5,5.766,240,77.62,59.41
2021-10-04 17:00,115.04,25.4,5.766,240,77.62,60.67
2021-10-04 18:00,115.04,25.3,5.766,240,77.62,62.94
2021-10-04 19:00,115.04,24.1,5.766,240,77.62,63.12
2021-10-04 20:00,113.91,24,5.766,240,77.62,63.51
2021-10-04 21:00,113.08,23.9,5.766,240,77.62,63.62
2021-10-04 22:00,111.87,24,5.766,240,77.62,63.35
2021-10-04 23:00,106.29,24.1,5.766,240,77.62,61.3
2021-10-05 0:00,103.68,24.1,6.312,269.5,78.93,58.85
2021-10-05 1:00,103.68,24.1,6.312,269.5,78.93,56.68
2021-10-05 2:00,103.68,23.9,6.312,269.5,78.93,51.72
2021-10-05 3:00,103.68,23.7,6.312,269.5,78.93,50.26
2021-10-05 4:00,103.68,23.5,6.312,269.5,78.93,49.68
2021-10-05 5:00,106.96,23.3,6.312,269.5,78.93,49.3
2021-10-05 6:00,108.01,23.2,6.312,269.5,78.93,49.7
2021-10-05 7:00,111.5,23.2,6.312,269.5,78.93,51.08
2021-10-05 8:00,112.45,22.9,6.312,269.5,78.93,53.75
2021-10-05 9:00,112.45,23.3,6.312,269.5,78.93,57.91
2021-10-05 10:00,113.69,23.6,6.312,269.5,78.93,62.85
2021-10-05 11:00,111.62,24,6.312,269.5,78.93,64.43
2021-10-05 12:00,113.47,24.4,6.312,269.5,78.93,64.33
2021-10-05 13:00,113.91,25.4,6.312,269.5,78.93,64.15
2021-10-05 14:00,114.81,25.7,6.312,269.5,78.93,63.15
2021-10-05 15:00,114.81,26.4,6.312,269.5,78.93,66.22
2021-10-05 16:00,114.81,25.5,6.312,269.5,78.93,68
2021-10-05 17:00,115.09,25.4,6.312,269.5,78.93,68.97
2021-10-05 18:00,113.81,24.8,6.312,269.5,78.93,69.74
2021-10-05 19:00,113.81,23.5,6.312,269.5,78.93,69.12
2021-10-05 20:00,111.25,23.2,6.312,269.5,78.93,68.61
2021-10-05 21:00,107.97,22.7,6.312,269.5,78.93,67.61
2021-10-05 22:00,107.95,22.5,6.312,269.5,78.93,65.25
2021-10-05 23:00,105.55,22.1,6.312,269.5,78.93,62.99
2021-10-06 0:00,103.52,22.1,5.675,242,77.43,60.45
2021-10-06 1:00,102.13,21.7,5.675,242,77.43,59.28
2021-10-06 2:00,102.05,21.5,5.675,242,77.43,54.34
2021-10-06 3:00,102.03,21.2,5.675,242,77.43,52.77
2021-10-06 4:00,104.04,20.3,5.675,242,77.43,51.59
2021-10-06 5:00,106.65,19.3,5.675,242,77.43,51
2021-10-06 6:00,110.72,18.9,5.675,242,77.43,51.1
2021-10-06 7:00,110.72,18.5,5.675,242,77.43,52.49
2021-10-06 8:00,113.7,18.2,5.675,242,77.43,54.97
2021-10-06 9:00,110.72,18.1,5.675,242,77.43,58.64
2021-10-06 10:00,108.17,18,5.675,242,77.43,62.72
2021-10-06 11:00,107.69,18,5.675,242,77.43,63.21
2021-10-06 12:00,111.57,18,5.675,242,77.43,62.59
2021-10-06 13:00,112.01,18.2,5.675,242,77.43,61.3
2021-10-06 14:00,114.22,18.4,5.675,242,77.43,59.91
2021-10-06 15:00,114.32,18.4,5.675,242,77.43,63.1
2021-10-06 16:00,114.42,18.6,5.675,242,77.43,64.88
2021-10-06 17:00,114.42,19.3,5.675,242,77.43,66.56
2021-10-06 18:00,114.42,19.9,5.675,242,77.43,68.82
2021-10-06 19:00,112.02,19.2,5.675,242,77.43,68.58
2021-10-06 20:00,110.17,18.6,5.675,242,77.43,67.96
2021-10-06 21:00,107.81,18.4,5.675,242,77.43,66.46
2021-10-06 22:00,106.78,18.7,5.675,242,77.43,64.19
2021-10-06 23:00,105.55,18.7,5.675,242,77.43,61.63
2021-10-07 0:00,105.68,18.7,5.677,231.9,78.3,58.77
2021-10-07 1:00,103.41,18.8,5.677,231.9,78.3,57.4
2021-10-07 2:00,103.41,18.8,5.677,231.9,78.3,55.33
2021-10-07 3:00,103.41,18.8,5.677,231.9,78.3,53.47
2021-10-07 4:00,103.74,18.8,5.677,231.9,78.3,52.29
2021-10-07 5:00,106.98,18.9,5.677,231.9,78.3,51.7
2021-10-07 6:00,110.95,18.8,5.677,231.9,78.3,51.8
2021-10-07 7:00,111.73,18.4,5.677,231.9,78.3,53.19
2021-10-07 8:00,111.73,18.4,5.677,231.9,78.3,55.96
2021-10-07 9:00,111.73,18.6,5.677,231.9,78.3,60.02
2021-10-07 10:00,111.73,19,5.677,231.9,78.3,64.79
2021-10-07 11:00,107.72,19.7,5.677,231.9,78.3,65.76
2021-10-07 12:00,111.73,20,5.677,231.9,78.3,65.26
2021-10-07 13:00,113.65,20.6,5.677,231.9,78.3,64.16
2021-10-07 14:00,114.11,21.3,5.677,231.9,78.3,62.36
2021-10-07 15:00,114.71,21.8,5.677,231.9,78.3,65.74
2021-10-07 16:00,114.71,21.4,5.677,231.9,78.3,67.51
2021-10-07 17:00,114.71,21.1,5.677,231.9,78.3,69.18
2021-10-07 18:00,114.71,20.9,5.677,231.9,78.3,71.35
2021-10-07 19:00,112.57,20.1,5.677,231.9,78.3,70.92
2021-10-07 20:00,110.06,19.5,5.677,231.9,78.3,70.31
2021-10-07 21:00,107.87,19.2,5.677,231.9,78.3,68.71
2021-10-07 22:00,106.98,19,5.677,231.9,78.3,66.15
2021-10-07 23:00,105.83,18.6,5.677,231.9,78.3,63.19
2021-10-08 0:00,103.29,18.2,5.565,238.6,79.35,60.05
2021-10-08 1:00,102.17,17.9,5.565,238.6,79.35,58.58
2021-10-08 2:00,101.19,17.7,5.565,238.6,79.35,54.92
2021-10-08 3:00,102.09,17.7,5.565,238.6,79.35,53.16
2021-10-08 4:00,103.91,17.7,5.565,238.6,79.35,52.18
2021-10-08 5:00,106.45,17.6,5.565,238.6,79.35,51.59
2021-10-08 6:00,107.77,17.5,5.565,238.6,79.35,51.89
2021-10-08 7:00,111.58,17.5,5.565,238.6,79.35,53.18
2021-10-08 8:00,111.58,17.5,5.565,238.6,79.35,55.75
2021-10-08 9:00,111.58,17.9,5.565,238.6,79.35,59.71
2021-10-08 10:00,111.58,18.6,5.565,238.6,79.35,64.58
2021-10-08 11:00,107.69,19.2,5.565,238.6,79.35,65.76
2021-10-08 12:00,112.94,19.3,5.565,238.6,79.35,65.85
2021-10-08 13:00,113.17,19.6,5.565,238.6,79.35,65.15
2021-10-08 14:00,114.4,19.8,5.565,238.6,79.35,63.14
2021-10-08 15:00,114.71,20,5.565,238.6,79.35,66.11
2021-10-08 16:00,114.71,19.8,5.565,238.6,79.35,67.4
2021-10-08 17:00,114.71,19.7,5.565,238.6,79.35,68.68
2021-10-08 18:00,114.71,19.6,5.565,238.6,79.35,70.44
2021-10-08 19:00,113.81,19.3,5.565,238.6,79.35,69.92
2021-10-08 20:00,111.75,19.1,5.565,238.6,79.35,69.41
2021-10-08 21:00,107.89,18.8,5.565,238.6,79.35,67.72
2021-10-08 22:00,107.77,18.7,5.565,238.6,79.35,65.35
2021-10-08 23:00,106.6,18.7,5.565,238.6,79.35,62.69
2021-10-09 0:00,106.42,18.8,5.565,238.6,79.35,59.74
2021-10-09 1:00,104.72,18.9,5.565,238.6,79.35,58.18
2021-10-09 2:00,104.72,19,5.565,238.6,79.35,54.61
2021-10-09 3:00,104.72,18.9,5.565,238.6,79.35,52.95
2021-10-09 4:00,107.4,18.8,5.565,238.6,79.35,51.57
2021-10-09 5:00,107.4,18.6,5.565,238.6,79.35,50.89
2021-10-09 6:00,107.4,18.6,5.565,238.6,79.35,50.79
2021-10-09 7:00,107.36,18.8,5.565,238.6,79.35,51.28
2021-10-09 8:00,104.42,18.8,5.565,238.6,79.35,52.26
2021-10-09 9:00,104.19,18.8,5.565,238.6,79.35,52.75
2021-10-09 10:00,104.11,19.2,5.565,238.6,79.35,53.14
2021-10-09 11:00,103.96,20.7,5.565,238.6,79.35,52.44
2021-10-09 12:00,107.15,21.3,5.565,238.6,79.35,52.64
2021-10-09 13:00,107.15,22.1,5.565,238.6,79.35,52.45
2021-10-09 14:00,108.26,22.3,5.565,238.6,79.35,51.44
2021-10-09 15:00,110.87,22.9,5.565,238.6,79.35,52.93
2021-10-09 16:00,113.14,23.1,5.565,238.6,79.35,54.11
2021-10-09 17:00,113.16,23.4,5.565,238.6,79.35,55.78
2021-10-09 18:00,113.16,24,5.565,238.6,79.35,57.43
2021-10-09 19:00,113.16,23.1,5.565,238.6,79.35,58.17
2021-10-09 20:00,108.87,22.2,5.565,238.6,79.35,59.23
2021-10-09 21:00,108.82,21.7,5.565,238.6,79.35,59.13
2021-10-09 22:00,107.57,21.3,5.565,238.6,79.35,58.06
2021-10-09 23:00,105.76,21.1,5.565,238.6,79.35,56.5
2021-10-10 0:00,103.08,20.8,5.565,238.6,79.35,54.64
2021-10-10 1:00,102.55,20.4,5.565,238.6,79.35,53.47
2021-10-10 2:00,101.95,20.3,5.565,238.6,79.35,51.01
2021-10-10 3:00,101.96,20.4,5.565,238.6,79.35,49.15
2021-10-10 4:00,103.78,20.5,5.565,238.6,79.35,48.08
2021-10-10 5:00,103.78,20.6,5.565,238.6,79.35,47.49
2021-10-10 6:00,103.78,20.6,5.565,238.6,79.35,47.5
2021-10-10 7:00,103.77,20.7,5.565,238.6,79.35,48.18
2021-10-10 8:00,97.21,20.8,5.565,238.6,79.35,48.87
2021-10-10 9:00,97.53,21.5,5.565,238.6,79.35,48.86
2021-10-10 10:00,96.51,22.5,5.565,238.6,79.35,47.85
2021-10-10 11:00,96.51,23.6,5.565,238.6,79.35,46.13
2021-10-10 12:00,101.44,23.7,5.565,238.6,79.35,46.03
2021-10-10 13:00,103.15,24.1,5.565,238.6,79.35,45.63
2021-10-10 14:00,104.36,21.9,5.565,238.6,79.35,45.72
2021-10-10 15:00,108.03,21.2,5.565,238.6,79.35,47.51
2021-10-10 16:00,109.1,20.5,5.565,238.6,79.35,48.81
2021-10-10 17:00,109.34,20.2,5.565,238.6,79.35,51.16
2021-10-10 18:00,109.34,19.7,5.565,238.6,79.35,53.83
2021-10-10 19:00,109.34,19.1,5.565,238.6,79.35,55.77
2021-10-10 20:00,109.34,18.2,5.565,238.6,79.35,57.63
2021-10-10 21:00,108.59,17.6,5.565,238.6,79.35,57.62
2021-10-10 22:00,107.91,16.6,5.565,238.6,79.35,56.54
2021-10-10 23:00,113.7,15.6,5.565,238.6,79.35,55.08
2021-10-11 0:00,97.29,15.1,5.345,244.5,80.52,53.43
2021-10-11 1:00,97.29,14.9,5.345,244.5,80.52,51.57
2021-10-11 2:00,97.01,14.1,5.345,244.5,80.52,48.03
2021-10-11 3:00,97.29,13.5,5.345,244.5,80.52,46.56
2021-10-11 4:00,97.29,13.4,5.345,244.5,80.52,45.78
2021-10-11 5:00,102.56,13.1,5.345,244.5,80.52,45.39
2021-10-11 6:00,106.3,12.9,5.345,244.5,80.52,45.59
2021-10-11 7:00,107.88,12.8,5.345,244.5,80.52,46.67
2021-10-11 8:00,110.18,12.6,5.345,244.5,80.52,48.45
2021-10-11 9:00,111.73,12.8,5.345,244.5,80.52,51.52
2021-10-11 10:00,111.32,13.5,5.345,244.5,80.52,56.59
2021-10-11 11:00,111.24,15,5.345,244.5,80.52,60.57
2021-10-11 12:00,114.25,15.3,5.345,244.5,80.52,62.76
2021-10-11 13:00,114.25,16.2,5.345,244.5,80.52,63.26
2021-10-11 14:00,114.25,16.5,5.345,244.5,80.52,61.06
2021-10-11 15:00,114.25,16.6,5.345,244.5,80.52,63.03
2021-10-11 16:00,113.78,17,5.345,244.5,80.52,64.91
2021-10-11 17:00,114.12,17.5,5.345,244.5,80.52,65.69
2021-10-11 18:00,112.49,17.2,5.345,244.5,80.52,65.57
2021-10-11 19:00,111.83,16.7,5.345,244.5,80.52,64.34
2021-10-11 20:00,109.28,16.1,5.345,244.5,80.52,64.32
2021-10-11 21:00,107.89,15.6,5.345,244.5,80.52,63.33
2021-10-11 22:00,105.84,16.1,5.345,244.5,80.52,61.56
2021-10-11 23:00,102.03,16.2,5.345,244.5,80.52,59.1
2021-10-12 0:00,98.56,16.3,5.505,242.35,80.64,56.05
2021-10-12 1:00,98.56,16.2,5.505,242.35,80.64,53.79
2021-10-12 2:00,91.57,16.1,5.505,242.35,80.64,50.43
2021-10-12 3:00,93.61,15.8,5.505,242.35,80.64,48.56
2021-10-12 4:00,94.37,15.9,5.505,242.35,80.64,47.68
2021-10-12 5:00,102.5,15.9,5.505,242.35,80.64,46.89
2021-10-12 6:00,104.24,16,5.505,242.35,80.64,47.09
2021-10-12 7:00,108.06,16,5.505,242.35,80.64,48.28
2021-10-12 8:00,109.89,16,5.505,242.35,80.64,51.45
2021-10-12 9:00,109.89,16.4,5.505,242.35,80.64,55.71
2021-10-12 10:00,109.61,17.4,5.505,242.35,80.64,61.37
2021-10-12 11:00,107.62,19.7,5.505,242.35,80.64,63.93
2021-10-12 12:00,111.83,19.7,5.505,242.35,80.64,64.92
2021-10-12 13:00,113.92,19.4,5.505,242.35,80.64,64.42
2021-10-12 14:00,114.33,19.7,5.505,242.35,80.64,62.52
2021-10-12 15:00,114.33,20.7,5.505,242.35,80.64,66.01
2021-10-12 16:00,114.33,20.7,5.505,242.35,80.64,68.1
2021-10-12 17:00,114.41,21.3,5.505,242.35,80.64,68.79
2021-10-12 18:00,114.41,20,5.505,242.35,80.64,69.47
