datetime,GBP/mWh,temperature,natural gas Price,coal price Price,ed,SMP/LNG
2022-11-24 10:00,266.58,6.4,7.308,346.45,688.2,36.47783251
2022-11-24 11:00,259.87,7.2,7.308,346.45,720.6,35.55966065
2022-11-24 12:00,299.49,8.6,7.308,346.45,664.1,40.98111658
2022-11-24 13:00,262.3,11.2,7.308,346.45,619.9,35.89217296
2022-11-24 14:00,255.56,12.8,7.308,346.45,593,34.969896
2022-11-24 15:00,211.14,13.3,7.308,346.45,574.1,28.89162562
2022-11-24 16:00,268.52,13.6,7.308,346.45,602.9,36.74329502
2022-11-24 17:00,265.06,13.6,7.308,346.45,620.1,36.26984127
2022-11-24 18:00,255.72,13.8,7.308,346.45,653.3,34.99178982
2022-11-24 19:00,257.06,12.8,7.308,346.45,718.2,35.17515052
2022-11-24 20:00,251.32,11.6,7.308,346.45,789.6,34.38970991
2022-11-24 21:00,248.61,10.6,7.308,346.45,808.3,34.01888342
2022-11-24 22:00,138.55,10.1,7.308,346.45,800.6,18.95867542
2022-11-24 23:00,254.53,9.4,7.308,346.45,784.6,34.82895457
2022-11-24 0:00,264.34,8.8,7.177,347.35,757.1,36.83154521
2022-11-25 1:00,260.74,8.5,7.177,347.35,732.2,36.32994287
2022-11-25 2:00,274.93,8.3,7.177,347.35,714.4,38.3070921
2022-11-25 3:00,271.68,7.7,7.177,347.35,662.6,37.85425665
2022-11-25 4:00,249.72,7.3,7.177,347.35,623.2,34.79448237
2022-11-25 5:00,141.63,7.1,7.177,347.35,603.3,19.73387209
2022-11-25 6:00,265.32,7.7,7.177,347.35,594.6,36.96809252
2022-11-25 7:00,262.15,7.7,7.177,347.35,598.5,36.52640379
2022-11-25 8:00,263.23,8.2,7.177,347.35,611.7,36.67688449
2022-11-25 9:00,265.86,8.1,7.177,347.35,646.7,37.04333287
2022-11-25 10:00,256.87,8.1,7.177,347.35,682.7,35.79072036
2022-11-25 11:00,257.66,8.9,7.177,347.35,681.6,35.9007942
2022-11-25 12:00,207.45,10.5,7.177,347.35,632.1,28.90483489
2022-11-25 13:00,270.93,12.9,7.177,347.35,585.9,37.74975617
2022-11-25 14:00,266.05,15.6,7.177,347.35,541.6,37.06980633
2022-11-25 15:00,264.52,16.8,7.177,347.35,498.9,36.85662533
2022-11-25 16:00,251.97,17.3,7.177,347.35,526.9,35.10798384
2022-11-25 17:00,268.12,17.7,7.177,347.35,564.8,37.35822767
2022-11-25 18:00,160.75,17.2,7.177,347.35,623.4,22.39793786
2022-11-25 19:00,161.26,15.6,7.177,347.35,695.4,22.46899819
2022-11-25 20:00,252.04,14.5,7.177,347.35,768.3,35.11773722
2022-11-25 21:00,271.88,14.1,7.177,347.35,789.9,37.88212345
2022-11-25 22:00,254.28,13.6,7.177,347.35,787.7,35.42984534
2022-11-25 23:00,276.21,13.6,7.177,347.35,769.8,38.4854396
2022-11-25 0:00,277.09,13.6,7.024,349.4,745.1,39.44903189
2022-11-26 1:00,282.63,12.8,7.024,349.4,725.6,40.23775626
2022-11-26 2:00,166.22,12.9,7.024,349.4,711.4,23.66457859
2022-11-26 3:00,280.59,11.9,7.024,349.4,661,39.94732346
2022-11-26 4:00,274.28,11.1,7.024,349.4,625.5,39.04897494
2022-11-26 5:00,287.64,10.4,7.024,349.4,601.7,40.95102506
2022-11-26 6:00,283.73,9.4,7.024,349.4,591,40.39436219
2022-11-26 7:00,283.95,9.3,7.024,349.4,595.9,40.42568337
2022-11-26 8:00,274.02,9.1,7.024,349.4,612,39.011959
2022-11-26 9:00,168.3,9,7.024,349.4,647.8,23.96070615
2022-11-26 10:00,279.39,8.5,7.024,349.4,687,39.77648064
2022-11-26 11:00,282.36,7.6,7.024,349.4,675.8,40.19931663
2022-11-26 12:00,277.5,7.6,7.024,349.4,609.3,39.50740319
2022-11-26 13:00,285.04,8.5,7.024,349.4,557.6,40.5808656
2022-11-26 14:00,306.33,8.7,7.024,349.4,516,43.61190205
2022-11-26 15:00,299.09,8.4,7.024,349.4,488.9,42.58115034
2022-11-26 16:00,258.84,8.4,7.024,349.4,513.8,36.85079727
2022-11-26 17:00,286.13,8.3,7.024,349.4,546.8,40.73604784
2022-11-26 18:00,296.24,7.5,7.024,349.4,602.5,42.17539863
2022-11-26 19:00,289.28,6.2,7.024,349.4,689.5,41.18451025
2022-11-26 20:00,303.33,5.2,7.024,349.4,771.6,43.18479499
2022-11-26 21:00,307.97,4.4,7.024,349.4,797.8,43.84538724
2022-11-26 22:00,266.6,3.7,7.024,349.4,788.1,37.95558087
2022-11-26 23:00,260.86,2.8,7.024,349.4,772.4,37.13838269
2022-11-26 0:00,283.53,2.3,7.024,349.4,746.3,40.36588838
2022-11-27 1:00,260.76,1.5,7.024,349.4,728.5,37.12414579
2022-11-27 2:00,208.04,1.1,7.024,349.4,716.4,29.61845103
2022-11-27 3:00,211.14,0.7,7.024,349.4,667.8,30.05979499
2022-11-27 4:00,261.65,-0.1,7.024,349.4,632.8,37.25085421
2022-11-27 5:00,263.72,-0.4,7.024,349.4,609.4,37.54555809
2022-11-27 6:00,255.44,-0.8,7.024,349.4,596.7,36.3667426
2022-11-27 7:00,247.64,-0.9,7.024,349.4,600.4,35.25626424
2022-11-27 8:00,251.32,-0.9,7.024,349.4,614.2,35.78018223
2022-11-27 9:00,204.94,-0.5,7.024,349.4,637.1,29.17710706
2022-11-27 10:00,138.55,0.1,7.024,349.4,652.4,19.72522779
2022-11-27 11:00,250.05,1.9,7.024,349.4,625.3,35.59937358
2022-11-27 12:00,255.82,4.4,7.024,349.4,550.7,36.42084282
2022-11-27 13:00,255.13,6.6,7.024,349.4,499.4,36.3226082
2022-11-27 14:00,260.87,8.3,7.024,349.4,464.5,37.13980638
2022-11-27 15:00,271.43,10.2,7.024,349.4,442.2,38.64322323
2022-11-27 16:00,249.67,10.5,7.024,349.4,454.5,35.54527335
2022-11-27 17:00,141.63,10.7,7.024,349.4,483.2,20.16372437
2022-11-27 18:00,250.05,11.2,7.024,349.4,541.7,35.59937358
2022-11-27 19:00,251.37,10.5,7.024,349.4,639.4,35.78730068
2022-11-27 20:00,251.47,9,7.024,349.4,736.3,35.80153759
2022-11-27 21:00,256.51,7.9,7.024,349.4,776.4,36.51907745
2022-11-27 22:00,256.72,7.7,7.024,349.4,773.2,36.54897494
2022-11-27 23:00,257.66,7.1,7.024,349.4,757.1,36.68280182
2022-11-27 0:00,207.3,7,7.024,349.4,738.4,29.51309795
2022-11-28 1:00,256.52,7,7.024,349.4,722,36.52050114
2022-11-28 2:00,256.09,7.5,7.024,349.4,709.7,36.45928246
2022-11-28 3:00,256.69,8,7.024,349.4,662.6,36.54470387
2022-11-28 4:00,248.6,8.5,7.024,349.4,626.9,35.3929385
2022-11-28 5:00,258.33,8.3,7.024,349.4,604,36.77818907
2022-11-28 6:00,139.04,8.4,7.024,349.4,592.8,19.79498861
2022-11-28 7:00,161.12,9.2,7.024,349.4,593.7,22.93849658
2022-11-28 8:00,251.76,9.4,7.024,349.4,607.4,35.8428246
2022-11-28 9:00,250.49,9.6,7.024,349.4,625.1,35.66201595
2022-11-28 10:00,254.13,9.4,7.024,349.4,633.8,36.18023918
2022-11-28 11:00,274.7,10.2,7.024,349.4,601.9,39.10876993
2022-11-28 12:00,269.55,11.4,7.024,349.4,528.4,38.37556948
2022-11-28 13:00,282.47,12.9,7.024,349.4,475.1,40.21497722
2022-11-28 14:00,165.39,14.3,7.024,349.4,437.5,23.5464123
2022-11-28 15:00,277.66,14.9,7.024,349.4,427.6,39.53018223
2022-11-28 16:00,260.15,14.2,7.024,349.4,462.5,37.03730068
2022-11-28 17:00,263.99,14,7.024,349.4,514.1,37.58399772
2022-11-28 18:00,270.04,14.2,7.024,349.4,558,38.4453303
2022-11-28 19:00,272.38,14,7.024,349.4,614.5,38.7784738
2022-11-28 20:00,264.04,13.4,7.024,349.4,703.4,37.59111617
2022-11-28 21:00,159.05,13.4,7.024,349.4,737.5,22.64379271
2022-11-28 22:00,260.31,13.5,7.024,349.4,738.8,37.06007973
2022-11-28 23:00,274.68,14,7.024,349.4,728.2,39.10592255
2022-11-28 0:00,264.35,14.9,6.712,379,716,39.38468415
2022-11-29 1:00,275.48,15,6.712,379,698.4,41.04290822
2022-11-29 2:00,282.2,15,6.712,379,680.6,42.04410012
2022-11-29 3:00,278.28,15,6.712,379,634.6,41.46007151
2022-11-29 4:00,258.84,14.9,6.712,379,604.3,38.56376639
2022-11-29 5:00,274.42,14.2,6.712,379,584.5,40.88498212
2022-11-29 6:00,279.81,13.2,6.712,379,575.9,41.68802145
2022-11-29 7:00,283.18,12.7,6.712,379,580.4,42.19010727
2022-11-29 8:00,297.72,12.3,6.712,379,601.3,44.35637664
2022-11-29 9:00,279.2,11.6,6.712,379,634.4,41.59713945
2022-11-29 10:00,266.65,10,6.712,379,673.1,39.72735399
2022-11-29 11:00,259.37,9.3,6.712,379,673.8,38.64272944
2022-11-29 12:00,283.31,8.8,6.712,379,616.7,42.20947557
2022-11-29 13:00,261.72,8.5,6.712,379,566.8,38.99284863
2022-11-29 14:00,254.77,8.2,6.712,379,531.3,37.95738975
2022-11-29 15:00,210.51,7.9,6.712,379,509.9,31.36323004
2022-11-29 16:00,261.65,8,6.712,379,524.4,38.98241955
2022-11-29 17:00,264.5,7.1,6.712,379,551.4,39.40703218
2022-11-29 18:00,265.56,6.5,6.712,379,598.1,39.56495828
2022-11-29 19:00,252.14,5.3,6.712,379,670.8,37.56555423
2022-11-29 20:00,251.32,4.3,6.712,379,745,37.44338498
2022-11-29 21:00,207.52,3.1,6.712,379,769.3,30.91775924
2022-11-29 22:00,140.69,2,6.712,379,762.7,20.96096544
2022-11-29 23:00,254.5,1,6.712,379,748.5,37.91716329
2022-11-29 0:00,257.11,0,7.235,387.4,728.4,35.53697305
2022-11-30 1:00,260.73,-0.8,7.235,387.4,703.1,36.03731859
2022-11-30 2:00,274.52,-1.6,7.235,387.4,681.5,37.94333103
2022-11-30 3:00,271.67,-2.4,7.235,387.4,630.2,37.54941258
2022-11-30 4:00,256.53,-3.2,7.235,387.4,596.4,35.45680719
2022-11-30 5:00,162.85,-4.1,7.235,387.4,571.4,22.50863856
2022-11-30 6:00,252.46,-4.7,7.235,387.4,561.6,34.89426399
2022-11-30 7:00,262.16,-5.4,7.235,387.4,559.5,36.2349689
2022-11-30 8:00,263.37,-6,7.235,387.4,574.9,36.40221147
2022-11-30 9:00,264.81,-6.6,7.235,387.4,614.7,36.60124395
2022-11-30 10:00,256.51,-6.8,7.235,387.4,658,35.45404285
2022-11-30 11:00,257.68,-6.6,7.235,387.4,715.9,35.61575674
2022-11-30 12:00,161.12,-5.8,7.235,387.4,728.6,22.26952315
2022-11-30 13:00,256.52,-4.8,7.235,387.4,720.9,35.45542502
2022-11-30 14:00,270.93,-4.7,7.235,387.4,735.8,37.447132
2022-11-30 15:00,264.65,-4.2,7.235,387.4,737.3,36.57912923
2022-11-30 16:00,251.92,-3.4,7.235,387.4,759.3,34.81962681
2022-11-30 17:00,258.19,-2.7,7.235,387.4,752.8,35.68624741
2022-11-30 18:00,160.75,-2.8,7.235,387.4,759,22.21838286
2022-11-30 19:00,251.8,-4.1,7.235,387.4,776.4,34.80304077
2022-11-30 20:00,252.04,-4.8,7.235,387.4,809.5,34.83621285
2022-11-30 21:00,271.88,-5.4,7.235,387.4,817,37.57843815
2022-11-30 22:00,263.27,-5.8,7.235,387.4,806.3,36.38838977
2022-11-30 23:00,283.38,-6.7,7.235,387.4,788.5,39.16793366
2022-11-30 0:00,284.66,-7.4,6.93,398.5,756.6,41.07647908
2022-12-01 1:00,282.47,-7.9,6.93,398.5,733.4,40.76046176
2022-12-01 2:00,165.39,-8,6.93,398.5,718.5,23.86580087
2022-12-01 3:00,279.19,-7.7,6.93,398.5,674.8,40.28715729
2022-12-01 4:00,273.64,-7.5,6.93,398.5,638.5,39.48629149
2022-12-01 5:00,274.71,-7.7,6.93,398.5,617.2,39.64069264
2022-12-01 6:00,276.83,-7.9,6.93,398.5,608.3,39.94660895
2022-12-01 7:00,275.15,-8.1,6.93,398.5,612.6,39.7041847
2022-12-01 8:00,266.94,-8.4,6.93,398.5,631.3,38.51948052
2022-12-01 9:00,167.05,-8.9,6.93,398.5,667.2,24.10533911
2022-12-01 10:00,265.84,-9.3,6.93,398.5,719.5,38.36075036
2022-12-01 11:00,282.36,-7.9,6.93,398.5,766.7,40.74458874
2022-12-01 12:00,271.95,-4.8,6.93,398.5,757.5,39.24242424
2022-12-01 13:00,285.02,-4.1,6.93,398.5,737.1,41.12842713
2022-12-01 14:00,283.22,-3.4,6.93,398.5,721.9,40.86868687
2022-12-01 15:00,278.28,-2.7,6.93,398.5,697.6,40.15584416
2022-12-01 16:00,258.84,-1.5,6.93,398.5,731.5,37.35064935
2022-12-01 17:00,286.13,-1.6,6.93,398.5,754.1,41.28860029
2022-12-01 18:00,284.89,-1.3,6.93,398.5,778.3,41.10966811
2022-12-01 19:00,289.08,-2.6,6.93,398.5,822.2,41.71428571
2022-12-01 20:00,303.02,-3.4,6.93,398.5,867.4,43.72582973
2022-12-01 21:00,283.3,-3.8,6.93,398.5,864.4,40.88023088
2022-12-01 22:00,266.53,-3.9,6.93,398.5,848.6,38.46031746
2022-12-01 23:00,259,-4.6,6.93,398.5,822.5,37.37373737
2022-12-01 0:00,283.41,-4.9,6.738,385,788.6,42.06144256
2022-12-02 1:00,287.79,-5.3,6.738,385,762.2,42.71148709
2022-12-02 2:00,255.49,-6,6.738,385,744.5,37.91777976
2022-12-02 3:00,208,-6.6,6.738,385,691.5,30.86969427
2022-12-02 4:00,268.52,-6.8,6.738,385,652.8,39.85158801
2022-12-02 5:00,277.02,-6.9,6.738,385,628.1,41.11308994
2022-12-02 6:00,267.22,-6.8,6.738,385,618.1,39.65865242
2022-12-02 7:00,267.47,-7.3,6.738,385,618.9,39.69575542
2022-12-02 8:00,263.7,-7.3,6.738,385,633,39.13624221
2022-12-02 9:00,204.25,-7.2,6.738,385,667.5,30.3131493
2022-12-02 10:00,140.45,-7.6,6.738,385,719.3,20.84446423
2022-12-02 11:00,249.93,-6.3,6.738,385,767.5,37.09260908
2022-12-02 12:00,264.16,-4.1,6.738,385,742.8,39.20451172
2022-12-02 13:00,275.5,-2,6.738,385,744.5,40.88750371
2022-12-02 14:00,280.83,-0.2,6.738,385,729.4,41.67853963
2022-12-02 15:00,280.32,0.8,6.738,385,670.2,41.60284951
2022-12-02 16:00,269.81,2.2,6.738,385,711.2,40.04303948
2022-12-02 17:00,162.64,2.7,6.738,385,721.1,24.13772633
2022-12-02 18:00,252.43,2.8,6.738,385,733.7,37.46363906
2022-12-02 19:00,262.67,1.2,6.738,385,780.9,38.98337786
2022-12-02 20:00,263.37,0.4,6.738,385,841.8,39.08726625
2022-12-02 21:00,278.96,-0.6,6.738,385,851.4,41.4010092
2022-12-02 22:00,257.4,-1.5,6.738,385,838,38.20124666
2022-12-02 23:00,257.66,-1.8,6.738,385,813,38.23983378
2022-12-02 0:00,161.12,-1.2,6.169,391,782.8,26.1176852
2022-12-03 1:00,256.52,-0.4,6.169,391,762.2,41.58210407
2022-12-03 2:00,270.93,-0.3,6.169,391,751,43.91797698
2022-12-03 3:00,270.93,0,6.169,391,701.3,43.91797698
2022-12-03 4:00,251.97,0.2,6.169,391,663,40.84454531
2022-12-03 5:00,270.93,0.5,6.169,391,634,43.91797698
2022-12-03 6:00,160.82,0.6,6.169,391,619.6,26.06905495
2022-12-03 7:00,251.77,0.3,6.169,391,619.8,40.81212514
2022-12-03 8:00,270.93,0.2,6.169,391,638.6,43.91797698
2022-12-03 9:00,271.89,-0.2,6.169,391,670.6,44.07359378
2022-12-03 10:00,263.29,-0.1,6.169,391,719.8,42.67952667
2022-12-03 11:00,283.38,0,6.169,391,731.8,45.93613227
2022-12-03 12:00,284.98,0.4,6.169,391,713,46.1954936
2022-12-03 13:00,277.99,1.6,6.169,391,691.3,45.06240882
2022-12-03 14:00,233,2.7,6.169,391,615,37.76949262
2022-12-03 15:00,279.19,5.9,6.169,391,577,45.25692981
2022-12-03 16:00,277.31,6.4,6.169,391,599.9,44.95218026
2022-12-03 17:00,287.66,6.7,6.169,391,665.8,46.62992381
2022-12-03 18:00,283.77,6.2,6.169,391,703.3,45.9993516
2022-12-03 19:00,283.92,5.2,6.169,391,764.7,46.02366672
2022-12-03 20:00,267.5,4.1,6.169,391,823.2,43.36197115
2022-12-03 21:00,233,3.8,6.169,391,830.2,37.76949262
2022-12-03 22:00,279.39,3.6,6.169,391,819.2,45.28934998
2022-12-03 23:00,284.94,2.7,6.169,391,806.9,46.18900956
2022-12-03 0:00,276.94,1.8,6.169,391,779.3,44.89220295
2022-12-04 1:00,296.57,0.7,6.169,391,762.1,48.07424218
2022-12-04 2:00,283.18,-0.2,6.169,391,750.2,45.90371211
2022-12-04 3:00,274.17,-1.3,6.169,391,698.9,44.44318366
2022-12-04 4:00,258.8,-2.1,6.169,391,658.3,41.95169395
2022-12-04 5:00,286.11,-2.6,6.169,391,629.1,46.37866753
2022-12-04 6:00,284.68,-3,6.169,391,614.6,46.14686335
2022-12-04 7:00,289.35,-3.5,6.169,391,615.2,46.90387421
2022-12-04 8:00,302.22,-4.1,6.169,391,630.9,48.99011185
2022-12-04 9:00,283.02,-4.5,6.169,391,654.1,45.87777598
2022-12-04 10:00,266.51,-4.6,6.169,391,680.1,43.20149133
2022-12-04 11:00,258.92,-4.4,6.169,391,708.2,41.97114605
2022-12-04 12:00,283.41,-3.7,6.169,391,614.5,45.9409953
2022-12-04 13:00,283.71,-3.2,6.169,391,543.2,45.98962555
2022-12-04 14:00,255.69,-2.9,6.169,391,509.4,41.44756038
2022-12-04 15:00,207.59,-2,6.169,391,504.5,33.65051062
2022-12-04 16:00,279.94,-1.7,6.169,391,509.4,45.37850543
2022-12-04 17:00,250.97,-1.7,6.169,391,527.6,40.68244448
2022-12-04 18:00,277.01,-2.2,6.169,391,597.9,44.90355001
2022-12-04 19:00,279.06,-2.7,6.169,391,684,45.2358567
2022-12-04 20:00,274.82,-3,6.169,391,764.1,44.5485492
2022-12-04 21:00,203.87,-3.3,6.169,391,789.3,33.04749554
2022-12-04 22:00,140.69,-3.6,6.169,391,779.5,22.80596531
2022-12-04 23:00,250.05,-4,6.169,391,769.5,40.53331172
2022-12-04 0:00,270.93,-4.3,6.169,391,751.8,43.91797698
2022-12-05 1:00,274.92,-4.8,6.169,391,738.4,44.56475928
2022-12-05 2:00,274.32,-5.2,6.169,391,727.3,44.46749878
2022-12-05 3:00,280.31,-5.4,6.169,391,682.4,45.43848274
2022-12-05 4:00,249.81,-5.6,6.169,391,646.5,40.49440752
2022-12-05 5:00,162.35,-5.7,6.169,391,619.7,26.31706922
2022-12-05 6:00,252.47,-5.6,6.169,391,609.9,40.92559572
2022-12-05 7:00,279.61,-5.5,6.169,391,613.1,45.32501216
2022-12-05 8:00,279.64,-5.7,6.169,391,627.4,45.32987518
2022-12-05 9:00,278.96,-6.5,6.169,391,643.1,45.21964662
2022-12-05 10:00,277.49,-7,6.169,391,652.2,44.9813584
2022-12-05 11:00,250.92,-6.3,6.169,391,635.2,40.67433944
2022-12-05 12:00,161.12,-4.1,6.169,391,585.5,26.1176852
2022-12-05 13:00,256.74,-3.1,6.169,391,555.1,41.61776625
2022-12-05 14:00,270.93,-2.5,6.169,391,546.5,43.91797698
2022-12-05 15:00,270.93,-0.4,6.169,391,512,43.91797698
2022-12-05 16:00,253.61,0.6,6.169,391,498.4,41.11039066
2022-12-05 17:00,280.03,1.8,6.169,391,508.6,45.3930945
2022-12-05 18:00,256.68,1.5,6.169,391,557.4,41.6080402
2022-12-05 19:00,251.92,0,6.169,391,658.6,40.83644027
2022-12-05 20:00,255.2,-1,6.169,391,749.1,41.36813098
2022-12-05 21:00,271.88,-1.7,6.169,391,790.1,44.07197277
2022-12-05 22:00,263.27,-2.2,6.169,391,791.3,42.67628465
2022-12-05 23:00,295.33,-2.6,6.169,391,777,47.87323715
2022-12-05 0:00,299.41,-2.9,5.484,400.5,759.3,54.59700948
2022-12-06 1:00,264.85,-3,5.484,400.5,737.5,48.29504012
2022-12-06 2:00,233,-3.1,5.484,400.5,721.4,42.48723559
2022-12-06 3:00,280.59,-3.4,5.484,400.5,675.1,51.16520788
2022-12-06 4:00,290,-3.6,5.484,400.5,643.2,52.88110868
2022-12-06 5:00,287.66,-3.8,5.484,400.5,618.4,52.45441284
2022-12-06 6:00,285.66,-3.1,5.484,400.5,607.3,52.08971554
2022-12-06 7:00,288.88,-2.5,5.484,400.5,613.3,52.67687819
2022-12-06 8:00,267.29,-2.3,5.484,400.5,632,48.73997082
2022-12-06 9:00,238.76,-2.1,5.484,400.5,665.5,43.53756382
2022-12-06 10:00,282.93,-1.9,5.484,400.5,715.7,51.59190372
2022-12-06 11:00,294.03,-1.6,5.484,400.5,715.2,53.61597374
2022-12-06 12:00,283.56,-1,5.484,400.5,644.5,51.70678337
2022-12-06 13:00,296.57,0,5.484,400.5,600.5,54.07913931
2022-12-06 14:00,295.31,2.8,5.484,400.5,568.6,53.84938001
2022-12-06 15:00,263.88,3.8,5.484,400.5,546.6,48.11816193
2022-12-06 16:00,258.87,5.3,5.484,400.5,580.2,47.20459519
2022-12-06 17:00,286.13,4.5,5.484,400.5,638.2,52.1754194
2022-12-06 18:00,285.26,4.8,5.484,400.5,666.8,52.01677608
2022-12-06 19:00,294.3,3.6,5.484,400.5,728.6,53.66520788
2022-12-06 20:00,295.78,2.9,5.484,400.5,794.2,53.93508388
2022-12-06 21:00,283.02,2.8,5.484,400.5,818,51.6083151
2022-12-06 22:00,266.5,2.9,5.484,400.5,812.3,48.59591539
2022-12-06 23:00,258.1,2.5,5.484,400.5,797.6,47.06418673
2022-12-06 0:00,283.41,2.2,5.378,408.8,777,52.69802901
2022-12-07 1:00,279.31,2.1,5.378,408.8,758.3,51.93566382
2022-12-07 2:00,253.39,2.1,5.378,408.8,743,47.11602826
2022-12-07 3:00,210.51,2.4,5.378,408.8,694.6,39.14280402
2022-12-07 4:00,279.94,3.4,5.378,408.8,657.6,52.05280774
2022-12-07 5:00,281.79,3.3,5.378,408.8,636.4,52.39680179
2022-12-07 6:00,277.01,3.4,5.378,408.8,625.8,51.50799554
2022-12-07 7:00,279.07,3.4,5.378,408.8,627.4,51.89103756
2022-12-07 8:00,278.42,3,5.378,408.8,647.7,51.77017479
2022-12-07 9:00,204.25,2.2,5.378,408.8,682.6,37.97880253
2022-12-07 10:00,201.43,1.3,5.378,408.8,728.5,37.45444403
2022-12-07 11:00,262.39,1.9,5.378,408.8,720.5,48.78951283
2022-12-07 12:00,270.93,4.9,5.378,408.8,645,50.37746374
2022-12-07 13:00,281.87,6.7,5.378,408.8,595.7,52.4116772
2022-12-07 14:00,274.34,8.5,5.378,408.8,568.4,51.01152845
2022-12-07 15:00,280.33,8.6,5.378,408.8,544.7,52.1253254
2022-12-07 16:00,249.48,8.4,5.378,408.8,553.9,46.38899219
2022-12-07 17:00,206.72,8.7,5.378,408.8,539.2,38.43808107
2022-12-07 18:00,282.29,8.5,5.378,408.8,623.5,52.48977315
2022-12-07 19:00,279.62,7.1,5.378,408.8,715.2,51.99330606
2022-12-07 20:00,279.65,6.2,5.378,408.8,801.6,51.99888434
2022-12-07 21:00,281.79,5.6,5.378,408.8,828.8,52.39680179
2022-12-07 22:00,277.5,5.1,5.378,408.8,824.6,51.59910747
2022-12-07 23:00,250.52,4.5,5.378,408.8,803.3,46.58237263
2022-12-07 0:00,245.41,4.1,5.617,405.65,777.9,43.69058216
2022-12-08 1:00,282.92,3.7,5.617,405.65,759.1,50.36852412
2022-12-08 2:00,279.44,2.9,5.617,405.65,743.5,49.74897632
2022-12-08 3:00,270.93,2.3,5.617,405.65,694.9,48.2339327
2022-12-08 4:00,270.93,1.6,5.617,405.65,661.6,48.2339327
2022-12-08 5:00,270.93,1.4,5.617,405.65,638.1,48.2339327
2022-12-08 6:00,162.99,1.3,5.617,405.65,629.7,29.017269
2022-12-08 7:00,244.42,1,5.617,405.65,631.4,43.51433149
2022-12-08 8:00,260.71,1.1,5.617,405.65,649.8,46.41445612
2022-12-08 9:00,275.54,0.6,5.617,405.65,683.1,49.05465551
2022-12-08 10:00,274,0.3,5.617,405.65,728.7,48.7804878
2022-12-08 11:00,299.12,0.8,5.617,405.65,733.1,53.25262596
2022-12-08 12:00,300.91,3.1,5.617,405.65,662.1,53.57130141
2022-12-08 13:00,265.34,6,5.617,405.65,616.7,47.23873954
2022-12-08 14:00,249.58,7.3,5.617,405.65,581.6,44.43297134
2022-12-08 15:00,281.64,8.8,5.617,405.65,538.6,50.14064447
2022-12-08 16:00,297.09,8.7,5.617,405.65,556.1,52.89122307
2022-12-08 17:00,299.21,8.1,5.617,405.65,569.9,53.26864874
2022-12-08 18:00,285.2,8.1,5.617,405.65,624,50.77443475
2022-12-08 19:00,294.09,7,5.617,405.65,713.1,52.35713014
2022-12-08 20:00,267.31,5.6,5.617,405.65,803,47.58946057
2022-12-08 21:00,238.76,4.8,5.617,405.65,834.9,42.50667616
2022-12-08 22:00,284.89,4,5.617,405.65,825.8,50.71924515
2022-12-08 23:00,294.3,3.5,5.617,405.65,802.6,52.39451665
2022-12-08 0:00,300,3.2,5.82,395.5,773.3,51.54639175
2022-12-09 1:00,309.01,2.5,5.82,395.5,749.5,53.09450172
2022-12-09 2:00,306.27,2,5.82,395.5,729.7,52.62371134
2022-12-09 3:00,266.61,1.7,5.82,395.5,675.3,45.80927835
2022-12-09 4:00,268.47,1.3,5.82,395.5,636.7,46.12886598
2022-12-09 5:00,294.88,1,5.82,395.5,619.3,50.66666667
2022-12-09 6:00,288.8,1,5.82,395.5,614.2,49.62199313
2022-12-09 7:00,288.44,1.7,5.82,395.5,612.4,49.56013746
2022-12-09 8:00,295.78,2.3,5.82,395.5,629,50.82130584
2022-12-09 9:00,294.3,2.8,5.82,395.5,665.6,50.56701031
2022-12-09 10:00,266.51,2.8,5.82,395.5,709.4,45.79209622
2022-12-09 11:00,259.01,3.2,5.82,395.5,726.1,44.50343643
2022-12-09 12:00,296.16,4.3,5.82,395.5,712.8,50.88659794
2022-12-09 13:00,279.23,5.3,5.82,395.5,694.2,47.97766323
2022-12-09 14:00,254.62,6.7,5.82,395.5,691.6,43.74914089
2022-12-09 15:00,257.69,9.3,5.82,395.5,673.4,44.2766323
2022-12-09 16:00,282.75,10.1,5.82,395.5,683.1,48.58247423
2022-12-09 17:00,281.81,9.9,5.82,395.5,659.8,48.4209622
2022-12-09 18:00,276.9,9.1,5.82,395.5,660.1,47.57731959
2022-12-09 19:00,281.89,7.7,5.82,395.5,735.6,48.4347079
2022-12-09 20:00,278.44,6.5,5.82,395.5,798.6,47.8419244
2022-12-09 21:00,250.02,5.8,5.82,395.5,809.4,42.95876289
2022-12-09 22:00,245.41,5,5.82,395.5,798.6,42.16666667
2022-12-09 23:00,281.62,4,5.82,395.5,782.7,48.38831615
2022-12-09 0:00,270.93,3.9,6.082,402.5,755.8,44.54620191
2022-12-10 1:00,281.95,2.8,6.082,402.5,741.3,46.35810589
2022-12-10 2:00,269.44,2.1,6.082,402.5,731.8,44.30121671
2022-12-10 3:00,263.88,1.7,6.082,402.5,682.1,43.38704374
2022-12-10 4:00,249.14,1.1,6.082,402.5,645.7,40.96349885
2022-12-10 5:00,214.07,0.6,6.082,402.5,622,35.19730352
2022-12-10 6:00,282.29,0.4,6.082,402.5,607,46.41400855
2022-12-10 7:00,279.62,0.3,6.082,402.5,609.2,45.97500822
2022-12-10 8:00,279.66,-0.1,6.082,402.5,631.5,45.981585
2022-12-10 9:00,281.71,-0.3,6.082,402.5,664,46.31864518
2022-12-10 10:00,277.5,-0.6,6.082,402.5,700.7,45.62643867
