datetime,Won/kwh,temperature,natural gas Price,coal Price,korean LNG Price,ED,SMP/LNG
2023-03-10 1:00,116.26,7.5,2.543,180,14.31,839.6,8.124388539
2023-03-10 2:00,132.7,7.1,2.543,180,14.31,826,9.2732355
2023-03-10 3:00,139.42,6.7,2.543,180,14.31,813.4,9.742837177
2023-03-10 4:00,128.08,6.5,2.543,180,14.31,805.5,8.950384347
2023-03-10 5:00,140.72,6.5,2.543,180,14.31,764.6,9.833682739
2023-03-10 6:00,140.03,6.2,2.543,180,14.31,738.6,9.78546471
2023-03-10 7:00,114.1,6.3,2.543,180,14.31,721.9,7.973445143
2023-03-10 8:00,133.21,6.3,2.543,180,14.31,712.7,9.308874913
2023-03-10 9:00,139.85,7.4,2.543,180,14.31,719,9.772886094
2023-03-10 10:00,139.2,9.6,2.543,180,14.31,735,9.727463312
2023-03-10 11:00,206.64,12.2,2.543,180,14.31,768.6,14.44025157
2023-03-10 12:00,140.01,14.3,2.543,180,14.31,772,9.784067086
2023-03-10 13:00,197.18,16.7,2.543,180,14.31,675.3,13.7791754
2023-03-10 14:00,171.82,19.1,2.543,180,14.31,605.3,12.00698812
2023-03-10 15:00,126.67,20.9,2.543,180,14.31,562.7,8.851851852
2023-03-10 16:00,188.95,21.8,2.543,180,14.31,522.3,13.20405311
2023-03-10 17:00,206.64,22.1,2.543,180,14.31,488.8,14.44025157
2023-03-10 18:00,206.64,21.7,2.543,180,14.31,499.4,14.44025157
2023-03-10 19:00,171.26,19.7,2.543,180,14.31,514.1,11.96785465
2023-03-10 20:00,132.57,17.8,2.543,180,14.31,552,9.264150943
2023-03-10 21:00,124,16.4,2.543,180,14.31,625,8.665269043
2023-03-10 22:00,122.91,14.9,2.543,180,14.31,697.4,8.589098532
2023-03-10 23:00,159.79,14,2.543,180,14.31,787.7,11.16631726
2023-03-10 0:00,157.08,13.2,2.43,185.25,14.155,839.4,11.09713882
2023-03-11 1:00,154.4,12.6,2.43,185.25,14.155,830.2,10.90780643
2023-03-11 2:00,132.25,12.2,2.43,185.25,14.155,801.5,9.342988343
2023-03-11 3:00,133.09,11.8,2.43,185.25,14.155,775.6,9.402331332
2023-03-11 4:00,126.51,11.5,2.43,185.25,14.155,748.6,8.937477923
2023-03-11 5:00,124.66,11,2.43,185.25,14.155,692.8,8.806782056
2023-03-11 6:00,130.49,10.7,2.43,185.25,14.155,651.5,9.218650653
2023-03-11 7:00,130.73,10.4,2.43,185.25,14.155,630.6,9.235605793
2023-03-11 8:00,131.72,10.2,2.43,185.25,14.155,627.6,9.305545744
2023-03-11 9:00,140.78,10.8,2.43,185.25,14.155,624.7,9.945602261
2023-03-11 10:00,132.98,12.4,2.43,185.25,14.155,644.6,9.394560226
2023-03-11 11:00,127.17,15.8,2.43,185.25,14.155,674.6,8.984104557
2023-03-11 12:00,125.33,18.5,2.43,185.25,14.155,681.9,8.854115154
2023-03-11 13:00,153.78,20.6,2.43,185.25,14.155,675.6,10.86400565
2023-03-11 14:00,157.31,21.7,2.43,185.25,14.155,678.7,11.1133875
2023-03-11 15:00,131.61,22.3,2.43,185.25,14.155,694.9,9.297774638
2023-03-11 16:00,131.08,22,2.43,185.25,14.155,663.6,9.260332038
2023-03-11 17:00,129.3,21.6,2.43,185.25,14.155,612.8,9.13458142
2023-03-11 18:00,124.27,19.7,2.43,185.25,14.155,615.3,8.779229954
2023-03-11 19:00,122.89,17.5,2.43,185.25,14.155,612.7,8.681737902
2023-03-11 20:00,140.78,16,2.43,185.25,14.155,626.2,9.945602261
2023-03-11 21:00,131.87,14.9,2.43,185.25,14.155,656.3,9.316142706
2023-03-11 22:00,164.01,14.2,2.43,185.25,14.155,694.8,11.58671847
2023-03-11 23:00,152.69,13.5,2.43,185.25,14.155,742,10.78700106
2023-03-11 0:00,131.79,13,2.43,185.25,14.155,774.9,9.310490993
2023-03-12 1:00,123.81,12.6,2.43,185.25,14.155,773.1,8.746732603
2023-03-12 2:00,141.15,11.8,2.43,185.25,14.155,761.3,9.971741434
2023-03-12 3:00,209.89,11.3,2.43,185.25,14.155,746.8,14.82797598
2023-03-12 4:00,220.48,10.7,2.43,185.25,14.155,733.1,15.57612151
2023-03-12 5:00,139.49,11.6,2.43,185.25,14.155,690.7,9.854468386
2023-03-12 6:00,140.01,11.3,2.43,185.25,14.155,657.1,9.891204521
2023-03-12 7:00,138.77,9.4,2.43,185.25,14.155,642.3,9.803602967
2023-03-12 8:00,139.42,8.6,2.43,185.25,14.155,636.4,9.849523137
2023-03-12 9:00,138.77,7.8,2.43,185.25,14.155,641.7,9.803602967
2023-03-12 10:00,171.26,6.7,2.43,185.25,14.155,666.3,12.09890498
2023-03-12 11:00,209.32,6.3,2.43,185.25,14.155,690,14.78770752
2023-03-12 12:00,134.53,6.4,2.43,185.25,14.155,656,9.504062169
2023-03-12 13:00,127.4,6.5,2.43,185.25,14.155,562.6,9.000353232
2023-03-12 14:00,132.7,6.5,2.43,185.25,14.155,512.3,9.37477923
2023-03-12 15:00,139.42,6.9,2.43,185.25,14.155,477.5,9.849523137
2023-03-12 16:00,140.72,6.4,2.43,185.25,14.155,446.5,9.941363476
2023-03-12 17:00,140.72,7.2,2.43,185.25,14.155,424.8,9.941363476
2023-03-12 18:00,140.03,6.9,2.43,185.25,14.155,426.3,9.89261745
2023-03-12 19:00,114.1,5.5,2.43,185.25,14.155,443,8.060755917
2023-03-12 20:00,133.21,3.6,2.43,185.25,14.155,481.9,9.410808901
2023-03-12 21:00,210.63,2.4,2.43,185.25,14.155,565.9,14.88025433
2023-03-12 22:00,188.95,1.7,2.43,185.25,14.155,624.7,13.34864006
2023-03-12 23:00,206.64,1.4,2.43,185.25,14.155,698.5,14.59837513
2023-03-12 0:00,171.26,1,2.43,185.25,14.155,728.4,12.09890498
2023-03-13 1:00,200.54,0.6,2.43,185.25,14.155,717.6,14.167432
2023-03-13 2:00,171.82,0,2.43,185.25,14.155,702.1,12.13846697
2023-03-13 3:00,126.67,-0.6,2.43,185.25,14.155,683.6,8.948781349
2023-03-13 4:00,240.5,-1.1,2.43,185.25,14.155,667.1,16.99046273
2023-03-13 5:00,171.26,-1.4,2.43,185.25,14.155,627,12.09890498
2023-03-13 6:00,210.42,-1.6,2.43,185.25,14.155,597,14.86541858
2023-03-13 7:00,196.81,-1.8,2.43,185.25,14.155,580.5,13.90392088
2023-03-13 8:00,154.08,-1.8,2.43,185.25,14.155,567.7,10.88519958
2023-03-13 9:00,124.93,-1.2,2.43,185.25,14.155,569.7,8.825856588
2023-03-13 10:00,125.91,0.3,2.43,185.25,14.155,580.5,8.895090074
2023-03-13 11:00,164.5,1.7,2.43,185.25,14.155,598.3,11.62133522
2023-03-13 12:00,157.48,3.8,2.43,185.25,14.155,613.4,11.12539739
2023-03-13 13:00,154.4,5.1,2.43,185.25,14.155,638.4,10.90780643
2023-03-13 14:00,132.58,6.3,2.43,185.25,14.155,662,9.36630166
2023-03-13 15:00,133.09,6.6,2.43,185.25,14.155,675.7,9.402331332
2023-03-13 16:00,127.39,7.2,2.43,185.25,14.155,688.7,8.999646768
2023-03-13 17:00,125.61,6.8,2.43,185.25,14.155,708.9,8.87389615
2023-03-13 18:00,130.49,6.4,2.43,185.25,14.155,670.6,9.218650653
2023-03-13 19:00,140.78,5.4,2.43,185.25,14.155,632.2,9.945602261
2023-03-13 20:00,148.15,4.7,2.43,185.25,14.155,619.8,10.46626634
2023-03-13 21:00,140.78,4.2,2.43,185.25,14.155,648.3,9.945602261
2023-03-13 22:00,132.98,4.2,2.43,185.25,14.155,694.2,9.394560226
2023-03-13 23:00,144.18,4.1,2.43,185.25,14.155,729.7,10.18580007
2023-03-13 0:00,125.68,3.9,2.606,182.9,14.245,741.7,8.822744823
2023-03-14 1:00,153.71,4,2.606,182.9,14.245,728.7,10.79045279
2023-03-14 2:00,160.37,3.7,2.606,182.9,14.245,706.6,11.25798526
2023-03-14 3:00,131.61,3.7,2.606,182.9,14.245,689.9,9.239031239
2023-03-14 4:00,132.06,3.7,2.606,182.9,14.245,673.4,9.270621271
2023-03-14 5:00,129.3,3.3,2.606,182.9,14.245,633,9.076869077
2023-03-14 6:00,124.27,3.6,2.606,182.9,14.245,604.9,8.723762724
2023-03-14 7:00,124,3.7,2.606,182.9,14.245,584.6,8.704808705
2023-03-14 8:00,140.78,3.7,2.606,182.9,14.245,578,9.882765883
2023-03-14 9:00,131.87,3.9,2.606,182.9,14.245,580,9.257283257
2023-03-14 10:00,154.48,6.6,2.606,182.9,14.245,600.3,10.84450684
2023-03-14 11:00,131.12,9.2,2.606,182.9,14.245,634.7,9.204633205
2023-03-14 12:00,131.79,10.7,2.606,182.9,14.245,675,9.251667252
2023-03-14 13:00,125.36,12.9,2.606,182.9,14.245,698.4,8.8002808
2023-03-14 14:00,220.15,13.9,2.606,182.9,14.245,684,15.45454545
2023-03-14 15:00,222.67,15.2,2.606,182.9,14.245,671.3,15.63144963
2023-03-14 16:00,234.75,14.7,2.606,182.9,14.245,649.3,16.47946648
2023-03-14 17:00,139.49,15,2.606,182.9,14.245,630.3,9.792207792
2023-03-14 18:00,140.07,14.6,2.606,182.9,14.245,655.4,9.832923833
2023-03-14 19:00,209.12,13.5,2.606,182.9,14.245,675.1,14.68023868
2023-03-14 20:00,139.42,12.1,2.606,182.9,14.245,677.5,9.787293787
2023-03-14 21:00,196.7,11,2.606,182.9,14.245,690.3,13.80835381
2023-03-14 22:00,210.68,10.4,2.606,182.9,14.245,720,14.78975079
2023-03-14 23:00,212.71,9.7,2.606,182.9,14.245,755.7,14.93225693
2023-03-14 0:00,216.33,9.2,2.573,180,14.2,780.5,15.23450704
2023-03-15 1:00,128.56,8.2,2.573,180,14.2,775.1,9.053521127
2023-03-15 2:00,210.68,7.8,2.573,180,14.2,769.9,14.83661972
2023-03-15 3:00,139.42,7.1,2.573,180,14.2,755.9,9.818309859
2023-03-15 4:00,210.5,6.7,2.573,180,14.2,731.7,14.82394366
2023-03-15 5:00,140.72,6.5,2.573,180,14.2,691.9,9.909859155
2023-03-15 6:00,193.33,7.5,2.573,180,14.2,670.3,13.61478873
2023-03-15 7:00,118.87,7.1,2.573,180,14.2,661.3,8.371126761
2023-03-15 8:00,140.01,8.2,2.573,180,14.2,665.2,9.859859155
2023-03-15 9:00,210.51,9.6,2.573,180,14.2,674.5,14.82464789
2023-03-15 10:00,237.74,11,2.573,180,14.2,696.8,16.74225352
2023-03-15 11:00,241.28,12.5,2.573,180,14.2,737.7,16.9915493
2023-03-15 12:00,188.95,12.9,2.573,180,14.2,721.2,13.30633803
2023-03-15 13:00,241.19,13.7,2.573,180,14.2,613.5,16.98521127
2023-03-15 14:00,220.94,14.2,2.573,180,14.2,560.2,15.55915493
2023-03-15 15:00,140.01,12.3,2.573,180,14.2,516.3,9.859859155
2023-03-15 16:00,241,11.1,2.573,180,14.2,476.4,16.97183099
2023-03-15 17:00,238.7,10.3,2.573,180,14.2,448.4,16.80985915
2023-03-15 18:00,238.28,10,2.573,180,14.2,457.1,16.78028169
2023-03-15 19:00,224.62,9.3,2.573,180,14.2,475.9,15.81830986
2023-03-15 20:00,155.35,8.9,2.573,180,14.2,511.6,10.94014085
2023-03-15 21:00,171.84,7.6,2.573,180,14.2,575,12.10140845
2023-03-15 22:00,128.08,6.7,2.573,180,14.2,656,9.01971831
2023-03-15 23:00,171.28,5.5,2.573,180,14.2,759.9,12.06197183
2023-03-15 0:00,175.43,4.4,2.546,175,14.168,830.9,12.38212874
2023-03-16 1:00,158.08,3.5,2.546,175,14.168,830.6,11.15753811
2023-03-16 2:00,155.27,2.9,2.546,175,14.168,804.5,10.95920384
2023-03-16 3:00,150.41,2.1,2.546,175,14.168,782.8,10.6161773
2023-03-16 4:00,171.84,1.4,2.546,175,14.168,766.2,12.12874082
2023-03-16 5:00,129,0.8,2.546,175,14.168,723.1,9.105025409
2023-03-16 6:00,131.72,0.6,2.546,175,14.168,691.4,9.29700734
2023-03-16 7:00,173.91,0.7,2.546,175,14.168,676.4,12.27484472
2023-03-16 8:00,157,0.7,2.546,175,14.168,669.6,11.08130999
2023-03-16 9:00,160.16,1.5,2.546,175,14.168,672.9,11.30434783
2023-03-16 10:00,146.49,3.4,2.546,175,14.168,692.9,10.33949746
2023-03-16 11:00,171.84,5.3,2.546,175,14.168,725.7,12.12874082
2023-03-16 12:00,132.41,6.7,2.546,175,14.168,707.1,9.345708639
2023-03-16 13:00,157.65,7.5,2.546,175,14.168,618.2,11.12718803
2023-03-16 14:00,160.37,8.2,2.546,175,14.168,562.3,11.31916996
2023-03-16 15:00,154.24,8.4,2.546,175,14.168,520.6,10.8865048
2023-03-16 16:00,132.06,8.4,2.546,175,14.168,486.2,9.321005082
2023-03-16 17:00,133.65,8.5,2.546,175,14.168,454.6,9.433229814
2023-03-16 18:00,124.27,8,2.546,175,14.168,466,8.771174478
2023-03-16 19:00,128.51,6.7,2.546,175,14.168,485.1,9.070440429
2023-03-16 20:00,140.78,5.7,2.546,175,14.168,518.6,9.936476567
2023-03-16 21:00,131.87,5.4,2.546,175,14.168,589.1,9.307594579
2023-03-16 22:00,164.02,5,2.546,175,14.168,661.8,11.57679277
2023-03-16 23:00,153.5,4.5,2.546,175,14.168,733.1,10.83427442
2023-03-16 0:00,142.03,4,2.626,174,13.555,783.9,10.47805238
2023-03-17 1:00,126.66,3.7,2.626,174,13.555,781.7,9.344153449
2023-03-17 2:00,234.14,3,2.626,174,13.555,761.1,17.27333087
2023-03-17 3:00,233.65,2.2,2.626,174,13.555,733.9,17.23718185
2023-03-17 4:00,234.75,2,2.626,174,13.555,705.3,17.31833272
2023-03-17 5:00,235.11,1.7,2.626,174,13.555,667,17.34489118
2023-03-17 6:00,140.07,1.3,2.626,174,13.555,642.7,10.33345629
2023-03-17 7:00,228.91,0.9,2.626,174,13.555,626.3,16.88749539
2023-03-17 8:00,226.39,0.8,2.626,174,13.555,613.9,16.70158613
2023-03-17 9:00,227.84,1.7,2.626,174,13.555,601.1,16.80855773
2023-03-17 10:00,251.61,3.7,2.626,174,13.555,608.9,18.56215419
2023-03-17 11:00,242.4,6.1,2.626,174,13.555,634.4,17.88270011
2023-03-17 12:00,241.71,8.3,2.626,174,13.555,667.2,17.83179639
2023-03-17 13:00,134.77,10.2,2.626,174,13.555,695.6,9.942456658
2023-03-17 14:00,234.42,11.5,2.626,174,13.555,669.3,17.29398746
2023-03-17 15:00,230.81,12.4,2.626,174,13.555,695.6,17.02766507
2023-03-17 16:00,210.68,12.3,2.626,174,13.555,673.8,15.54260421
2023-03-17 17:00,240.52,12.6,2.626,174,13.555,683.6,17.7440059
2023-03-17 18:00,193.43,12.1,2.626,174,13.555,752.5,14.27001107
2023-03-17 19:00,132.65,11.3,2.626,174,13.555,718.7,9.786056806
2023-03-17 20:00,210.68,10.4,2.626,174,13.555,687.5,15.54260421
2023-03-17 21:00,224.33,9.8,2.626,174,13.555,774.5,16.54961269
2023-03-17 22:00,237.74,9.4,2.626,174,13.555,822.8,17.53891553
2023-03-17 23:00,241.31,8.8,2.626,174,13.555,818.8,17.80228698
2023-03-17 0:00,238.02,8.2,2.446,173,13.18,828.6,18.05918058
2023-03-18 1:00,241.54,7.7,2.446,173,13.18,807.8,18.3262519
2023-03-18 2:00,225.05,7.3,2.446,173,13.18,780.5,17.07511381
2023-03-18 3:00,219.67,6.1,2.446,173,13.18,760.2,16.66691958
2023-03-18 4:00,240.98,5.1,2.446,173,13.18,742.7,18.28376328
2023-03-18 5:00,238.7,4.5,2.446,173,13.18,703.8,18.1107739
2023-03-18 6:00,238.95,3.7,2.446,173,13.18,670.5,18.12974203
2023-03-18 7:00,243.11,2.9,2.446,173,13.18,650.2,18.44537178
2023-03-18 8:00,171.82,2.8,2.446,173,13.18,643.2,13.03641882
2023-03-18 9:00,171.84,3.7,2.446,173,13.18,643.6,13.03793627
2023-03-18 10:00,171.28,5.3,2.446,173,13.18,659.9,12.99544765
2023-03-18 11:00,173.44,7.8,2.446,173,13.18,685.7,13.15933232
2023-03-18 12:00,175.48,9.8,2.446,173,13.18,725,13.31411229
2023-03-18 13:00,176.61,10.6,2.446,173,13.18,776,13.39984825
2023-03-18 14:00,171.28,12.1,2.446,173,13.18,778,12.99544765
2023-03-18 15:00,170.69,12.8,2.446,173,13.18,759.5,12.95068285
2023-03-18 16:00,171.84,13.5,2.446,173,13.18,754.1,13.03793627
2023-03-18 17:00,153.6,13.6,2.446,173,13.18,700.4,11.65402124
2023-03-18 18:00,171.28,12.1,2.446,173,13.18,687,12.99544765
2023-03-18 19:00,173.91,10.8,2.446,173,13.18,683.5,13.19499241
2023-03-18 20:00,172.14,9.2,2.446,173,13.18,680.6,13.06069803
2023-03-18 21:00,171.03,8.3,2.446,173,13.18,750.8,12.97647951
2023-03-18 22:00,149.37,7.6,2.446,173,13.18,807.8,11.33308042
2023-03-18 23:00,171.84,7.1,2.446,173,13.18,820.3,13.03793627
2023-03-18 0:00,160.92,6.6,2.446,173,13.18,824.2,12.20940819
2023-03-19 1:00,172.33,5.8,2.446,173,13.18,806.2,13.07511381
2023-03-19 2:00,173.12,5.1,2.446,173,13.18,781.2,13.13505311
2023-03-19 3:00,171.28,4.6,2.446,173,13.18,763.3,12.99544765
2023-03-19 4:00,153.6,4.2,2.446,173,13.18,747.5,11.65402124
2023-03-19 5:00,142.21,3.7,2.446,173,13.18,703.2,10.78983308
2023-03-19 6:00,154.09,3.1,2.446,173,13.18,672.7,11.69119879
2023-03-19 7:00,153.6,2.4,2.446,173,13.18,654.6,11.65402124
2023-03-19 8:00,159.95,2.4,2.446,173,13.18,641.4,12.13581184
2023-03-19 9:00,163.27,3.4,2.446,173,13.18,651.2,12.38770865
2023-03-19 10:00,175.37,6,2.446,173,13.18,663.7,13.30576631
2023-03-19 11:00,174.27,8.4,2.446,173,13.18,689.4,13.22230653
2023-03-19 12:00,146.88,10.4,2.446,173,13.18,705.2,11.14415781
2023-03-19 13:00,136.46,12,2.446,173,13.18,716.8,10.35356601
2023-03-19 14:00,238.68,13.6,2.446,173,13.18,703.6,18.10925645
2023-03-19 15:00,241.16,14.8,2.446,173,13.18,740.6,18.29742033
2023-03-19 16:00,235.13,14.7,2.446,173,13.18,714.6,17.83990895
2023-03-19 17:00,139.49,15.1,2.446,173,13.18,642.6,10.58345979
2023-03-19 18:00,244.11,14.6,2.446,173,13.18,625,18.52124431
2023-03-19 19:00,236.33,12.7,2.446,173,13.18,644.2,17.93095599
2023-03-19 20:00,238.87,10.5,2.446,173,13.18,691,18.12367223
2023-03-19 21:00,234.24,8.8,2.446,173,13.18,762.5,17.7723824
2023-03-19 22:00,238.72,8,2.446,173,13.18,824.7,18.11229135
2023-03-19 23:00,242.29,7.2,2.446,173,13.18,881.4,18.3831563
2023-03-19 0:00,219.43,6.4,2.446,173,13.18,899.1,16.64871017
2023-03-20 1:00,235.77,6.2,2.446,173,13.18,875.8,17.88846737
2023-03-20 2:00,239.29,5.2,2.446,173,13.18,848.2,18.15553869
2023-03-20 3:00,240.75,4.7,2.446,173,13.18,821.6,18.26631259
2023-03-20 4:00,239.16,4.3,2.446,173,13.18,802.1,18.14567527
2023-03-20 5:00,243.07,3.9,2.446,173,13.18,757.6,18.44233687
2023-03-20 6:00,193.51,3.5,2.446,173,13.18,728,14.68209408
2023-03-20 7:00,134.65,3.3,2.446,173,13.18,704.3,10.21623672
2023-03-20 8:00,240.14,2.7,2.446,173,13.18,703.7,18.22003035
2023-03-20 9:00,251.61,3.6,2.446,173,13.18,724.6,19.09028832
2023-03-20 10:00,240.78,6.6,2.446,173,13.18,736.7,18.26858877
2023-03-20 11:00,241.28,10,2.446,173,13.18,746,18.30652504
2023-03-20 12:00,242.23,12.3,2.446,173,13.18,700.6,18.37860395
2023-03-20 13:00,241.54,14,2.446,173,13.18,634.6,18.3262519
2023-03-20 14:00,225.05,15.2,2.446,173,13.18,606.3,17.07511381
2023-03-20 15:00,241.37,15.8,2.446,173,13.18,631.8,18.31335357
2023-03-20 16:00,241.75,17,2.446,173,13.18,588.2,18.34218513
2023-03-20 17:00,243.25,16.5,2.446,173,13.18,565.5,18.45599393
2023-03-20 18:00,240.87,15.5,2.446,173,13.18,561.4,18.2754173
2023-03-20 19:00,242.88,13.9,2.446,173,13.18,534.3,18.42792109
2023-03-20 20:00,154.08,11.7,2.446,173,13.18,635,11.69044006
2023-03-20 21:00,160.8,10.5,2.446,173,13.18,731.2,12.20030349
2023-03-20 22:00,171.28,9.5,2.446,173,13.18,802.1,12.99544765
2023-03-20 23:00,173.86,8.6,2.446,173,13.18,831.5,13.19119879
2023-03-20 0:00,176.34,8.1,2.331,172.25,13.155,843.8,13.40478905
2023-03-21 1:00,177.8,7.4,2.331,172.25,13.155,836.6,13.51577347
2023-03-21 2:00,173.81,7.3,2.331,172.25,13.155,813.5,13.21246674
2023-03-21 3:00,154.29,6.9,2.331,172.25,13.155,790,11.7286203
2023-03-21 4:00,160.8,6.8,2.331,172.25,13.155,776.5,12.22348917
2023-03-21 5:00,173.69,6.3,2.331,172.25,13.155,733.6,13.20334474
2023-03-21 6:00,174.59,5.5,2.331,172.25,13.155,709.1,13.27175979
2023-03-21 7:00,174.9,5.4,2.331,172.25,13.155,694.9,13.29532497
2023-03-21 8:00,187.4,5,2.331,172.25,13.155,683.6,14.24553402
2023-03-21 9:00,174.07,6.1,2.331,172.25,13.155,688.2,13.23223109
2023-03-21 10:00,150.23,9.2,2.331,172.25,13.155,711.2,11.4199924
2023-03-21 11:00,160.15,12.4,2.331,172.25,13.155,746.2,12.1740783
2023-03-21 12:00,167.01,14.6,2.331,172.25,13.155,770.1,12.69555302
2023-03-21 13:00,172.68,16.7,2.331,172.25,13.155,717.3,13.12656784
2023-03-21 14:00,173.88,18.6,2.331,172.25,13.155,708,13.21778791
2023-03-21 15:00,173.77,19.8,2.331,172.25,13.155,694.5,13.20942607
2023-03-21 16:00,153.6,20.9,2.331,172.25,13.155,693.1,11.67616876
2023-03-21 17:00,143.66,21.6,2.331,172.25,13.155,693.8,10.92056252
2023-03-21 18:00,124.27,21.9,2.331,172.25,13.155,731.7,9.446598252
2023-03-21 19:00,173.22,19.1,2.331,172.25,13.155,742.5,13.16761688
2023-03-21 20:00,173.22,16.7,2.331,172.25,13.155,783.8,13.16761688
2023-03-21 21:00,173.72,15.3,2.331,172.25,13.155,841.7,13.20562524
2023-03-21 22:00,175.52,14.1,2.331,172.25,13.155,867.4,13.34245534
2023-03-21 23:00,174.25,13.4,2.331,172.25,13.155,873.7,13.2459141
2023-03-21 0:00,125.63,12.5,2.485,174,13.645,875.4,9.207035544
2023-03-22 1:00,124.91,11.7,2.485,174,13.645,856.5,9.154268963
2023-03-22 2:00,256.26,11.1,2.485,174,13.645,844.2,18.78050568
2023-03-22 3:00,241.21,10.5,2.485,174,13.645,827.6,17.67753756
2023-03-22 4:00,227.54,10.5,2.485,174,13.645,808.3,16.67570539
2023-03-22 5:00,134.54,9.8,2.485,174,13.645,764,9.860021986
2023-03-22 6:00,244,9.5,2.485,174,13.645,729.1,17.88200806
2023-03-22 7:00,247.61,9.4,2.485,174,13.645,707.3,18.14657384
2023-03-22 8:00,250.33,9.8,2.485,174,13.645,693,18.34591425
2023-03-22 9:00,249.78,11,2.485,174,13.645,692.4,18.30560645
2023-03-22 10:00,259.31,13.8,2.485,174,13.645,727.1,19.00403078
2023-03-22 11:00,207.29,15.6,2.485,174,13.645,762.2,15.19164529
2023-03-22 12:00,131.81,19,2.485,174,13.645,751.8,9.659948699
2023-03-22 13:00,255.77,21.3,2.485,174,13.645,696.8,18.74459509
2023-03-22 14:00,245.79,22.7,2.485,174,13.645,619.4,18.01319165
2023-03-22 15:00,242.62,24.3,2.485,174,13.645,593,17.78087211
2023-03-22 16:00,239.34,24.6,2.485,174,13.645,572.6,17.54049102
2023-03-22 17:00,242.97,23.7,2.485,174,13.645,544.2,17.80652254
2023-03-22 18:00,140.03,22,2.485,174,13.645,571.5,10.26236717
2023-03-22 19:00,114.1,20.7,2.485,174,13.645,603,8.362037376
2023-03-22 20:00,241.63,19.5,2.485,174,13.645,658.2,17.70831807
2023-03-22 21:00,239.73,18.9,2.485,174,13.645,690.6,17.56907292
2023-03-22 22:00,242.82,18.2,2.485,174,13.645,748.6,17.7955295
2023-03-22 23:00,251.79,17.7,2.485,174,13.645,842.8,18.45291316
2023-03-22 0:00,253.22,17.5,2.307,176.55,12.64,888.5,20.03322785
2023-03-23 1:00,191.11,17.2,2.307,176.55,12.64,872.5,15.11946203
2023-03-23 2:00,128.77,17.1,2.307,176.55,12.64,852.8,10.1875
2023-03-23 3:00,246.66,16.7,2.307,176.55,12.64,831.9,19.51424051
2023-03-23 4:00,242.26,16.4,2.307,176.55,12.64,806.6,19.16613924
2023-03-23 5:00,243.25,16.2,2.307,176.55,12.64,758,19.24446203
2023-03-23 6:00,250.02,16.1,2.307,176.55,12.64,714.1,19.78006329
2023-03-23 7:00,242.73,15.7,2.307,176.55,12.64,685.6,19.20332278
2023-03-23 8:00,154.29,15.3,2.307,176.55,12.64,676.4,12.20648734
2023-03-23 9:00,121.38,15,2.307,176.55,12.64,678.8,9.602848101
2023-03-23 10:00,172.26,15.5,2.307,176.55,12.64,692,13.62816456
2023-03-23 11:00,183.68,16.6,2.307,176.55,12.64,721.5,14.53164557
2023-03-23 12:00,186.62,18.1,2.307,176.55,12.64,764.7,14.76424051
2023-03-23 13:00,180.48,19.1,2.307,176.55,12.64,831.7,14.27848101
2023-03-23 14:00,184.26,20.8,2.307,176.55,12.64,831.7,14.57753165
2023-03-23 15:00,122.98,22.4,2.307,176.55,12.64,781.4,9.72943038
2023-03-23 16:00,121.74,23,2.307,176.55,12.64,777.3,9.631329114
2023-03-23 17:00,172.46,23.1,2.307,176.55,12.64,632.6,13.64398734
2023-03-23 18:00,179.57,22.2,2.307,176.55,12.64,543.7,14.20648734
2023-03-23 19:00,178.74,20.9,2.307,176.55,12.64,567.1,14.14082278
2023-03-23 20:00,186.93,19.3,2.307,176.55,12.64,651.1,14.78876582
2023-03-23 21:00,174.37,17.7,2.307,176.55,12.64,689.4,13.79509494
2023-03-23 22:00,175.9,15.9,2.307,176.55,12.64,742.4,13.91613924
2023-03-23 23:00,160.77,14.6,2.307,176.55,12.64,840.8,12.71914557
2023-03-23 0:00,172.02,13.4,2.283,176.65,13.335,904.4,12.89988751
2023-03-24 1:00,178.69,12.3,2.283,176.65,13.335,898.3,13.40007499
2023-03-24 2:00,179.23,11.5,2.283,176.65,13.335,878.7,13.44056993
2023-03-24 3:00,173.76,10.8,2.283,176.65,13.335,862.2,13.0303712
2023-03-24 4:00,174.45,9.8,2.283,176.65,13.335,844.7,13.08211474
2023-03-24 5:00,165.43,9.3,2.283,176.65,13.335,800.1,12.40569929
2023-03-24 6:00,120,8.8,2.283,176.65,13.335,767.3,8.998875141
2023-03-24 7:00,191.61,8.4,2.283,176.65,13.335,745.2,14.36895388
2023-03-24 8:00,180.72,7.6,2.283,176.65,13.335,735.6,13.55230596
2023-03-24 9:00,173.71,8.1,2.283,176.65,13.335,741.4,13.02662167
2023-03-24 10:00,175.34,9,2.283,176.65,13.335,762.5,13.14885639
2023-03-24 11:00,174.43,11.6,2.283,176.65,13.335,791,13.08061492
2023-03-24 12:00,123.91,13.7,2.283,176.65,13.335,756.8,9.292088489
2023-03-24 13:00,109.38,14.5,2.283,176.65,13.335,659.1,8.202474691
2023-03-24 14:00,259.89,16.9,2.283,176.65,13.335,605.9,19.48931384
2023-03-24 15:00,241.21,18.1,2.283,176.65,13.335,565.5,18.08848894
2023-03-24 16:00,139.39,18,2.283,176.65,13.335,526.5,10.45294338
2023-03-24 17:00,105.37,18.2,2.283,176.65,13.335,492.8,7.90176228
